inchikey,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,year_min,year_max,n_documents,n_assays
GVDZPSKDMZOKOZ-UHFFFAOYSA-N,Cn1ncc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c21,CHEMBL3786037,7.28,7.28,7.28,,1,2016,2016,1,1
GVIGRYHNIIYCLZ-FOLVSLTJSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(Cl)cc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5801630,7.69,7.69,7.69,,1,2020,2020,1,1
GVIRLSFIPFVKML-HZAYCCFMSA-N,CC(C)(C)[C@H]1CC[C@H](C(=O)NCC(Cc2ccccc2)N2CCC(O)(C(F)(F)F)CC2)CC1,CHEMBL4204105,7.0,7.0,7.0,,1,2016,2016,1,1
GVMNKKDSUMTDFH-TZOAMJEDSA-N,CCCC(/C=C/c1ccc(F)cc1)=N\O,CHEMBL3697712,5.23,5.23,5.23,,1,2015,2015,1,1
GWJPNUWHPLJRLG-IPVJXJPOSA-N,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5933408,7.54,7.54,7.54,,1,2020,2020,1,1
GWVOHTDFXQAICX-UHFFFAOYSA-N,CC(=O)Cn1c(=O)c2c(nc(C)n2CC(=O)Nc2cccc(-c3cnc(C(F)(F)F)cn3)n2)n(C)c1=O,CHEMBL5859891,7.21,7.21,7.21,,1,2019,2019,1,1
GXEZRQFMWXWZKX-UHFFFAOYSA-N,Cc1noc(Cn2c(=O)c3c(ncn3CC(=O)Nc3csc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)n1,CHEMBL5789639,9.0,9.0,9.0,,1,2019,2019,1,1
GXQZEMNKUGZVBX-SMDDNHRTSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5cc(F)cc(F)c5)C4)no3)c(=O)c21,CHEMBL6001322,7.375,7.2,7.55,0.24748737341529137,2,2020,2020,1,2
GXYVIPVHFLYGMR-RXVVDRJESA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)c(F)c2)ncn1)[C@@H]1[C@@H](F)CCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5999508,7.85,7.85,7.85,,1,2022,2022,1,1
GXZJAPWOZROTCB-UHFFFAOYSA-N,Cc1oc2c(c1CC(=O)Nc1nc(-c3cc(F)c(OCC(C)(C)C)c(F)c3)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3904770,8.44,8.44,8.44,,1,2015,2015,1,1
GYHYZGTVOXUSCN-UHFFFAOYSA-N,Cc1nc(C)n2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c(=O)c12,CHEMBL5975142,6.58,6.58,6.58,,1,2021,2021,1,1
GYNDNTOIPROUCH-FPSMJMQUSA-N,C[C@@H]1[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N(S(=O)(=O)c2ccc(F)cc2)C[C@@H]1F,CHEMBL5959815,6.55,6.55,6.55,,1,2022,2022,1,1
GZDAMVHUKQMRSK-UHFFFAOYSA-N,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)N3CCC(c4ccccc4F)CC3)sc12,CHEMBL3220453,6.4,6.4,6.4,,1,2012,2012,1,1
GZRIVVUNKOLQTE-VXGBXAGGSA-N,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccc(Cl)cc1,CHEMBL5394758,7.77,7.77,7.77,,1,2023,2023,1,1
HABYZPQFFRMXCH-UHFFFAOYSA-N,Cn1cnc2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c(=O)c21,CHEMBL5805790,7.02,7.02,7.02,,1,2021,2021,1,1
HAVHLCLATHNKIR-HDJSIYSDSA-N,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5ccccc5)C4)no3)c(=O)c21,CHEMBL5828929,6.65,6.65,6.65,,1,2020,2020,1,1
HBBABCXLFVDQFV-KOMQPUFPSA-N,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(F)cc5)C4)c(=O)o3)c(=O)c12,CHEMBL6005929,8.24,8.24,8.24,,1,2021,2021,1,1
HBHIXBYCEAGRAO-UHFFFAOYSA-N,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4F)cs3)cccc2n(C)c1=O,CHEMBL3943177,7.76,7.76,7.76,,1,2015,2015,1,1
HBNRHCPABDWPQN-YEORSEQZSA-N,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](Oc5cccc(F)c5)C4)no3)c(=O)c21,CHEMBL5947766,7.61,7.61,7.61,,1,2020,2020,1,1
HBROHCUKWVIOIZ-XVDXERDNSA-N,Cn1cnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL5780362,7.19,7.19,7.19,,1,2021,2021,1,1
HDWOPDWWFVTQFQ-CVEARBPZSA-N,O=C(Cc1cn(-c2cnc(C(F)(F)F)nc2)nc1C(F)(F)F)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5742797,8.1,8.1,8.1,0.0,2,2020,2020,1,1
HEEMVJMUZDPBFI-UHFFFAOYSA-N,Cc1cnc(C#N)c2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c(=O)c12,CHEMBL5771716,7.75,7.75,7.75,,1,2021,2021,1,1
HEJBGQMISSCROI-KWUMSVIQSA-N,O=c1c2cccnc2cnn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,CHEMBL5927746,7.115,7.0,7.23,0.16263455967290624,2,2020,2020,1,2
HENUOPIBZLPYCJ-LBPRGKRZSA-N,Cc1c(C(N)=O)sc2ncn(Cc3nnn(C[C@H](O)c4cc5ccccc5s4)n3)c(=O)c12,CHEMBL5993359,8.15,8.15,8.15,,1,2023,2023,1,1
HEQDZPHDVAOBLN-UHFFFAOYSA-N,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,CHEMBL1086310,5.21,4.75,5.75,0.29322833618676264,15,2010,2019,7,14
HEUHRRGJNWTVSE-XLIONFOSSA-N,Cc1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)cc(-c2cnc(C(F)(F)F)nc2)n1,CHEMBL6043336,7.33,7.33,7.33,,1,2022,2022,1,1
HFBMXPXAVUATGY-UHFFFAOYSA-N,O=C(CN(c1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1)NCc1cc(-c2ccc(C(F)(F)F)nc2)ncn1,CHEMBL5956845,8.05,8.05,8.05,,1,2017,2017,1,1
HFJZCGUXBLVWRY-QFIPXVFZSA-N,C[C@@]1(C(=O)NCc2cc(-c3ccc(C(F)(F)F)cn3)ncn2)CCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5903265,6.57,6.57,6.57,,1,2022,2022,1,1
HFOXGYXSDJIWDB-XLIONFOSSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)ncc1Cl)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL6007194,6.85,6.85,6.85,,1,2020,2020,1,1
HFTZDURZNKGJNR-UHFFFAOYSA-N,Cc1oc2c(c1CC(=O)Nc1nc(-c3cc(Cl)c(OCC(C)C)c(Cl)c3)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3920312,8.48,8.48,8.48,,1,2015,2015,1,1
HFXXGXZWVDFVPZ-UHFFFAOYSA-N,Cc1oc2c(c1CC(=O)Nc1nc(-c3cccc(C(F)(F)F)c3F)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3944579,7.87,7.87,7.87,,1,2015,2015,1,1
HGDUOYYDKBPRCV-TUIFFPIZSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2F)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4092287,8.09,8.08,8.1,0.014142135623730649,2,2018,2021,2,2
HGFRMZTUAVGPGZ-VGSWGCGISA-N,O=C(NCc1cc(N2CCC3(CC2)CC3)c(F)cn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5821689,7.0,7.0,7.0,,1,2022,2022,1,1
HGJRJRKZFZNQMJ-UHFFFAOYSA-N,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(OC(F)(F)F)c(Cl)c4)cs3)nsc2n(C)c1=O,CHEMBL3892326,8.2,8.2,8.2,,1,2015,2015,1,1
HGJWNQHCAHMKIG-ZMSDIMECSA-N,CNc1nc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6)C[C@H]54)no3)c(=O)c2n1C,CHEMBL5803062,7.66,7.47,7.85,0.26870057685088766,2,2020,2020,1,2
HGLATSHXHZWSLR-LBPRGKRZSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(Cl)c3)n2)n(C)c1=O,CHEMBL6053101,8.0,8.0,8.0,,1,2019,2019,1,1
HGVCMBRPRZORGD-UHFFFAOYSA-N,Cn1cnc2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c2c1=O,CHEMBL6029511,6.13,6.13,6.13,,1,2021,2021,1,1
HGWAQHCIDNYZGS-UHFFFAOYSA-N,Fc1ccc(Oc2nccc3occc23)c(F)c1,CHEMBL3297777,5.66,5.66,5.66,,1,2014,2014,1,1
HHCCDKWJHHNZND-UHFFFAOYSA-N,Fc1ccc(-c2ccc3[nH]ncc3c2)c(C(F)(F)F)c1,CHEMBL3298247,4.52,4.52,4.52,,1,2014,2014,1,1
HHCLINDTOXIQSR-GXTWGEPZSA-N,Cc1nc2nc(N)n(C)c2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3ccc(Cl)cc3)C2)no1,CHEMBL5928378,7.38,6.91,7.85,0.6646803743153543,2,2020,2020,1,2
HIDRCJZHDJXUMQ-MJGOQNOKSA-N,O=C(NCc1cncc(-c2cnc(C(F)(F)F)nc2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5881088,6.1,6.1,6.1,,1,2022,2022,1,1
HJORVEMWTJKDDG-UHFFFAOYSA-N,CC(C)Nc1cc(NC(=O)c2cccs2)cc(C(F)(F)F)c1,CHEMBL3311183,6.54,6.54,6.54,,1,2014,2014,1,1
HKCKRSVNNCQBGV-KNMUDHKVSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)c(Cl)cn2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4086464,7.89,7.89,7.89,,1,2018,2018,1,1
HKIUSPTWBXDTFJ-UHFFFAOYSA-N,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)NCc3ccccc3)sc12,CHEMBL3220230,5.73,5.73,5.73,,1,2012,2012,1,1
HKROEBDHHKMNBZ-BYKJOZEVSA-N,CCC(=N/O)/C(C)=C/c1ccc(F)cc1,CHEMBL3697710,6.15,6.15,6.15,,1,2015,2015,1,1
HKROEBDHHKMNBZ-CHBKHGQFSA-N,CCC(=N\O)/C(C)=C/c1ccc(F)cc1,CHEMBL3697701,7.17,6.0,7.36,0.33843152547583,13,2011,2024,9,12
HLNQWCKWTOEBQE-APWZRJJASA-N,COc1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)cc(-c2cnc(C(F)(F)F)nc2)n1,CHEMBL5891925,8.1,8.1,8.1,,1,2022,2022,1,1
HNEVLTMGONUBIF-UHFFFAOYSA-N,COCCCOc1cccc(C2NC(=O)NC3=C2C(=O)c2ccccc23)c1,CHEMBL1939823,5.77,5.77,5.77,,1,2012,2012,1,1
HNSCERNLYMZCPA-UHFFFAOYSA-N,Cc1noc(Cn2c(=O)c3c(ncn3CC(=O)Nc3csc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)n1,CHEMBL5959751,8.22,8.22,8.22,,1,2019,2019,1,1
HOGBUUUQWBIWPK-JAMMHHFISA-N,C[C@@H](C(N)=O)n1cnc2c1c(=O)n(CC1CCO1)c(=O)n2C,CHEMBL5975533,6.05,6.05,6.05,,1,2019,2019,1,1
HOLHRJJHGIWWPH-UHFFFAOYSA-N,Cc1[nH]c2ncnc(Oc3ccc(F)cc3F)c2c1C,CHEMBL3298581,5.7,5.7,5.7,,1,2014,2014,1,1
HOZKRSNDULRMQU-NZQKXSOJSA-N,C[C@@]1(F)C[C@@H](C(=O)NCc2cc(F)cc(-c3cnc(C(F)(F)F)nc3)c2)N(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL5880664,7.8,7.8,7.8,,1,2022,2022,1,1
HPKPJVMZLTXAQJ-KRWDZBQOSA-N,CCN(CC)c1ncc(-c2cccc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(Cc3cc(C)on3)c(=O)n4C)n2)cn1,CHEMBL5984899,8.7,8.7,8.7,,1,2019,2019,1,1
HQKQCVCHHUAYQS-VIFPVBQESA-N,O=C1NCCc2c1sc1ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)s4)n3)c(=O)c21,CHEMBL5807015,7.85,7.85,7.85,,1,2023,2023,1,1
HQNAZTYNJXEWDA-UTKZUKDTSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)cn2)ccn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5796833,6.99,6.99,6.99,,1,2022,2022,1,1
HQOTZKAHXGIKLR-KEYYUXOJSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)cc6F)C[C@@H]54)no3)c(=O)c21,CHEMBL6065256,8.25,8.16,8.34,0.12727922061357835,2,2020,2020,1,2
HQVKTAXJLJKFMT-ZDUSSCGKSA-N,C[C@H](NS(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1cn(-c2ccc(C(F)(F)F)cc2)c(=O)n(C)c1=O,CHEMBL5759542,6.27,6.27,6.27,,1,2020,2020,1,1
HQVRXJTUSZIFBP-HALDLXJZSA-N,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4ccc(Cl)cn4)C[C@@H]32)no1,CHEMBL5965558,7.41,7.4,7.42,0.014142135623730649,2,2020,2020,1,2
HRAPYHSCUKKKMN-UHFFFAOYSA-N,COc1nn(-c2ccc(C(F)(F)F)nc2)cc1CNC(=O)C1(C)CCCC1S(=O)(=O)c1ccc(F)cc1,CHEMBL5754580,7.345000000000001,6.7,7.48,0.3677295201639379,4,2020,2020,1,1
HRMFIOUUYUFIRA-RTUWITSCSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)c(F)cn6)C[C@@H]54)no3)c(=O)c21,CHEMBL6032016,6.76,6.63,6.89,0.1838477631085022,2,2020,2020,1,2
HRPNHQBVYVNOBG-GTPINHCMSA-N,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(N4CC5CC5C4)cn3)n2)n(C)c1=O,CHEMBL6064801,8.7,8.7,8.7,,1,2019,2019,1,1
HSUWVFMQRSTCAD-QLPKVWCKSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)cc(C#N)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL6054619,7.465,7.43,7.5,0.049497474683058526,2,2020,2020,1,2
HTAGBOVZPLQUDC-HWWDLCQESA-N,O=c1c2ccc(Cl)nc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,CHEMBL5961563,7.345000000000001,7.23,7.46,0.1626345596729053,2,2020,2020,1,2
HTFLIVOZSFVGEJ-UHFFFAOYSA-N,CC(C)Nc1cc(NC(=O)c2c(F)cccc2F)cc(C(F)(F)F)c1,CHEMBL3309280,7.04,7.04,7.04,,1,2014,2014,1,1
HUHIIHFGNPALFZ-UOIKSKOESA-N,O=c1c2cccnc2cnn1Cc1nc([C@H]2[C@@H]3CN(c4cc(F)ccn4)C[C@@H]32)no1,CHEMBL5858664,7.119999999999999,7.02,7.22,0.14142135623730995,2,2020,2020,1,2
HVBOOIDXACFGEI-OAHLLOKOSA-N,COCCCOc1cccc([C@H]2NC(=S)Nc3c2oc2ncccc32)c1,CHEMBL3314489,6.97,6.77,7.17,0.2828427124746193,2,2014,2023,2,2
HVDSOPBAZRASKA-DAXOMENPSA-N,O[C@]12CCCC[C@@H]1CCC[C@H]2Nc1ccc(F)cc1,CHEMBL4215994,8.0,8.0,8.0,,1,2016,2016,1,1
HWJFTZKKBTVRHJ-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2cccc(OCc3ccccn3)c2)c2ccccc21,CHEMBL3314486,6.52,6.52,6.52,,1,2014,2014,1,1
HWKOCGQYCSKFFR-DZGCQCFKSA-N,Cc1cnn2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL6057282,9.01,8.92,9.1,0.12727922061357835,2,2020,2020,1,2
HWNSMCOQLBDRFN-UTKZUKDTSA-N,Cc1cnc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)cc1-c1ccc(C(F)(F)F)nc1,CHEMBL5751255,6.79,6.79,6.79,,1,2022,2022,1,1
HXWIASAQIZZSJV-RXVVDRJESA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)c(F)cn1)[C@@H]1[C@@H](F)CCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5786702,7.89,7.89,7.89,,1,2022,2022,1,1
HXYKQFXGQHGPRG-UHFFFAOYSA-N,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4)cs3)coc2n(C)c1=O,CHEMBL3942587,7.92,7.92,7.92,,1,2015,2015,1,1
HYIWRGKOWKOPHN-UHFFFAOYSA-N,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(F)cc2)n(C)c1=O,CHEMBL1947272,5.51,5.51,5.51,,1,2012,2012,1,1
HYLZITOBNTZXNO-DZGCQCFKSA-N,Cc1cnn2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc6ncsc6c5)C4)no3)c(=O)c12,CHEMBL5773914,7.245,7.09,7.4,0.2192031021678301,2,2020,2020,1,2
HYPBWVFTVULNBT-LAQFHYBYSA-N,Cc1nn(C)c2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,CHEMBL5952236,7.300000000000001,7.23,7.37,0.09899494936611612,2,2020,2020,1,2
HYPZUSFAUMAFNR-UHFFFAOYSA-N,COc1cc(NC(=O)Cn2cnc3c2c(=O)n(Cc2cc(C)on2)c(=O)n3C)nc(C(F)(F)F)c1,CHEMBL6026939,5.49,5.49,5.49,,1,2019,2019,1,1
HZVARVKQUXVYIG-HAQNSBGRSA-N,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(F)c(Cl)c5)C4)no3)c(=O)c21,CHEMBL5853017,7.26,7.26,7.26,,1,2020,2020,1,1
IAHQHDGHWAXFMV-DPGVGJJJSA-N,COCC(O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5945233,6.19,6.19,6.19,,1,2019,2019,1,1
IAWHXDCOTSCDSA-QLPKVWCKSA-N,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,CHEMBL5856251,8.275,8.09,8.46,0.26162950903902327,2,2020,2020,1,2
IBGTZIUMMBHLKD-ZDVGBALWSA-N,CCC(=N\O)/C(C)=C/c1cccs1,CHEMBL1085709,4.96,4.96,4.96,0.0,2,2010,2017,2,2
ICQQRJVVVVHYDQ-UHFFFAOYSA-N,CC(=O)Cn1c(=O)c2c(ncn2CC(=O)Nc2cccc(-c3ccc(Cl)cc3)n2)n(C)c1=O,CHEMBL5847001,7.72,7.72,7.72,,1,2019,2019,1,1
ICZZSPAOWPLMSA-UHFFFAOYSA-N,CC(C)C(NC(=O)N1CCc2ccccc2C1)C(=O)c1ccc(C#N)cc1,CHEMBL2071584,5.3,5.3,5.3,0.0,2,2012,2012,1,2
IDLSECJBDCJDSS-APWZRJJASA-N,O=C(NCc1cc(F)nc(-c2ccc(C(F)(F)F)nc2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6057466,7.28,7.28,7.28,,1,2022,2022,1,1
IDPIVZXQDBCGRG-UHFFFAOYSA-N,CN(CC(=O)NCC1CN(c2ccc(C(F)(F)F)cc2)CCO1)S(=O)(=O)c1ccc(F)cc1,CHEMBL3927799,5.82,5.82,5.82,,1,2016,2016,1,1
IECBTGJNZAMXMI-NFOMZHRRSA-N,C[C@@H](C(=O)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1)n1cnc2c1c(=O)n(CC#N)c(=O)n2C,CHEMBL6039947,8.185,8.15,8.22,0.049497474683058526,2,2019,2019,1,1
IESAJAZKMLPVIB-VXGBXAGGSA-N,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccc(F)cc1,CHEMBL4514203,7.63,7.09,7.8,0.3386615813266493,4,2021,2023,2,4
IEURSGBEYPEAGJ-UHFFFAOYSA-N,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3cccc(N4CC(F)(F)C4)n3)n(C)c2=O)no1,CHEMBL5760713,6.53,6.53,6.53,,1,2019,2019,1,1
IEXGDENLKSBYPG-DIBXZPPDSA-N,Cn1c(=O)c2c(CC(=O)/N=c3\scc(-c4ccc(F)c(C(F)(F)F)c4F)n3COP(=O)(O)O)csc2n(C)c1=O,CHEMBL3915505,6.25,6.25,6.25,,1,2015,2015,1,1
IFCINJLPGSPGOE-YEORSEQZSA-N,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](Oc5cccc(Cl)c5)C4)no3)c(=O)c21,CHEMBL5961356,7.42,7.42,7.42,,1,2020,2020,1,1
IFFMKKPSJXPRPX-LBPRGKRZSA-N,Cc1c(C(N)=O)sc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(Cl)ccc5o4)n3)c(=O)c12,CHEMBL5884309,7.92,7.92,7.92,,1,2023,2023,1,1
IFOHXEDFEXQIFK-UHFFFAOYSA-N,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3csc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,CHEMBL5869511,9.0,9.0,9.0,,1,2019,2019,1,1
IFSNPBNBYFOKHI-GXTWGEPZSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5cccc(F)c5)C4)no3)c(=O)c21,CHEMBL5872092,7.664999999999999,7.56,7.77,0.14849242404917526,2,2020,2020,1,2
IGOGZZUWJQNUTI-AWEZNQCLSA-N,Cc1ccnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)F)cc4)c(=O)o3)c(=O)c12,CHEMBL5758289,7.92,7.92,7.92,,1,2021,2021,1,1
IHBZABBOIFBMSZ-LBPRGKRZSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL5842947,7.6,7.6,7.6,,1,2019,2019,1,1
IHDZQGCOLIBPFR-ZDUSSCGKSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3cnc(C)c(Cl)c3)n2)n(C)c1=O,CHEMBL5756580,7.5,7.5,7.5,,1,2019,2019,1,1
IHTBJQAPPKVYEC-UHFFFAOYSA-N,O=C(Cn1cnc2cnccc2c1=O)NCCc1ccc(Cl)cc1,CHEMBL3786811,5.77,5.77,5.77,,1,2016,2016,1,1
IIAWUZTWHPVGRK-JYAVWHMHSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(Cl)cn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5761251,6.6850000000000005,6.3,7.07,0.5444722215136416,2,2020,2020,1,2
IIBDKCBCABDETE-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(C(F)(F)F)CC1,CHEMBL4216307,6.0,6.0,6.0,,1,2016,2016,1,1
IIIJRZXOECPBNK-HBYGRHMLSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccncc6F)C[C@@H]54)no3)c(=O)c21,CHEMBL5957719,6.6899999999999995,6.42,6.96,0.38183766184073603,2,2020,2020,1,2
IIPLYINRVFDEAS-UHFFFAOYSA-N,COc1cccc2c(=O)n(CC(=O)NCCc3ccc(Cl)cc3)cnc12,CHEMBL3786836,5.84,5.84,5.84,,1,2016,2016,1,1
IISOYMVRUVZMSW-VIFPVBQESA-N,C[C@@H](C(=O)Nc1cncc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(CC(N)=O)c(=O)n2C,CHEMBL5904170,5.15,5.15,5.15,,1,2021,2021,1,1
IJPKZYJDZLPYGH-FHERZECASA-N,CC#CCn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5942545,8.7,8.7,8.7,,1,2019,2019,1,1
IKEHUDLUNJCVIH-SMDDNHRTSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)c(Cl)c5)C4)no3)c(=O)c21,CHEMBL5774116,7.91,7.71,8.11,0.28284271247461834,2,2020,2020,1,2
IKFZDVUOUYRSJD-UHFFFAOYSA-N,Cc1cc(-c2nc(NC(=O)Cn3cnc4c3c(=O)n(CC(F)(F)F)c(=O)n4C)cs2)cnc1C(F)(F)F,CHEMBL5935225,6.66,6.66,6.66,,1,2019,2019,1,1
IKGNKSVKPPXUGA-LBPRGKRZSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(F)c3)n2)n(C)c1=O,CHEMBL6044767,7.48,7.48,7.48,,1,2019,2019,1,1
IKWFTJKUSSBLMW-APWZRJJASA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)cc(F)n1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5917293,7.31,7.31,7.31,,1,2022,2022,1,1
ILDMVQZTNFZDID-GFCCVEGCSA-N,Cn1cnc2ncn(Cc3nn(C[C@@H](F)c4ccc(Br)cc4)c(=O)o3)c(=O)c21,CHEMBL5822420,5.92,5.92,5.92,,1,2021,2021,1,1
ILDMVQZTNFZDID-LBPRGKRZSA-N,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Br)cc4)c(=O)o3)c(=O)c21,CHEMBL5979543,8.0,8.0,8.0,,1,2021,2021,1,1
ILSIWKXOFBZDGE-YRNVUSSQSA-N,C/C(=C\c1noc(Cn2cnc3ncn(C)c3c2=O)n1)c1ccc(Cl)cc1,CHEMBL3786508,7.175000000000001,7.15,7.2,0.03535533905932694,2,2016,2016,1,2
