activity_id,assay_chembl_id,assay_type,canonical_smiles,data_validity_comment,document_chembl_id,document_year,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,std_smiles,inchikey
28038434,CHEMBL5735476,B,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5933408,7.54,=,=,IC50,nM,28.9,IC50,nM,28.9,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)no3)c(=O)c12,GWJPNUWHPLJRLG-IPVJXJPOSA-N
28038437,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5Cc6c(Cl)cccc6[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5808811,7.44,=,=,IC50,nM,36.3,IC50,nM,36.3,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5Cc6c(Cl)cccc6[C@H]54)no3)c(=O)c21,ZLQWHYXILIRZJA-NILFDRSVSA-N
28038440,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5Cc6c(Cl)cccc6[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5798393,6.84,=,=,IC50,nM,143.0,IC50,nM,143.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5Cc6c(Cl)cccc6[C@@H]54)no3)c(=O)c21,ZLQWHYXILIRZJA-UGFHNGPFSA-N
28038443,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5Cc6cc(Cl)ccc6[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5959974,6.42,=,=,IC50,nM,377.0,IC50,nM,377.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5Cc6cc(Cl)ccc6[C@@H]54)no3)c(=O)c21,NAIFTAJHKHUWIN-SNPRPXQTSA-N
28038446,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5Cc6cc(Cl)ccc6[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5949558,7.13,=,=,IC50,nM,73.7,IC50,nM,73.7,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5Cc6cc(Cl)ccc6[C@H]54)no3)c(=O)c21,NAIFTAJHKHUWIN-NWANDNLSSA-N
28038449,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5cccc(Cl)c5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5871159,7.51,=,=,IC50,nM,31.1,IC50,nM,31.1,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5cccc(Cl)c5)C4)no3)c(=O)c21,RUTDIBPJABTBIH-JOCQHMNTSA-N
28038452,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cncc(Cl)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5834986,6.54,=,=,IC50,nM,287.0,IC50,nM,287.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cncc(Cl)c6)C[C@@H]54)no3)c(=O)c21,AKXYWNUSJTXEKI-NHAGDIPZSA-N
28038455,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5Cc6ccccc6C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5828855,7.12,=,=,IC50,nM,76.6,IC50,nM,76.6,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5Cc6ccccc6C[C@@H]54)no3)c(=O)c21,XHWHHZLLSITQCM-FOLVSLTJSA-N
28038458,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4CC[C@@H](c5ccccc5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5995838,6.83,=,=,IC50,nM,149.0,IC50,nM,149.0,Cn1cnc2ncn(Cc3nc([C@@H]4CC[C@@H](c5ccccc5)C4)no3)c(=O)c21,QWBWILDFODWOBE-HUUCEWRRSA-N
28038461,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)F)cc5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5956832,6.85,=,=,IC50,nM,142.0,IC50,nM,142.0,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)F)cc5)C4)no3)c(=O)c21,CENSBZQZRLLDCL-JOCQHMNTSA-N
28038464,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)(F)F)cc5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5962769,6.71,=,=,IC50,nM,196.0,IC50,nM,196.0,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)(F)F)cc5)C4)no3)c(=O)c21,RGGJFJAOYSJEKN-JOCQHMNTSA-N
28038467,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6Cl)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5820633,7.11,=,=,IC50,nM,77.3,IC50,nM,77.3,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6Cl)C[C@@H]54)no3)c(=O)c21,KYNKXOOLHDJDOZ-ATCWAGBWSA-N
28038470,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(Cl)c(Cl)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6053710,7.19,=,=,IC50,nM,64.3,IC50,nM,64.3,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(Cl)c(Cl)c6)C[C@@H]54)no3)c(=O)c21,GSUUYDCJJHXRLU-ATCWAGBWSA-N
28038473,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccc6F)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5804080,7.9,=,=,IC50,nM,12.5,IC50,nM,12.5,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccc6F)C[C@@H]54)no3)c(=O)c21,LFAYPGINOVAESB-ATCWAGBWSA-N
28038476,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(Cl)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5978169,7.69,=,=,IC50,nM,20.5,IC50,nM,20.5,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(Cl)c6)C[C@@H]54)no3)c(=O)c21,ZICMCRZATKHWEO-FOLVSLTJSA-N
28038479,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)c(Cl)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5833560,8.01,=,=,IC50,nM,9.78,IC50,nM,9.78,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)c(Cl)c6)C[C@@H]54)no3)c(=O)c21,VKKOCICLFSXEBL-ATCWAGBWSA-N
28038482,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(C(F)F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5786572,7.19,=,=,IC50,nM,64.4,IC50,nM,64.4,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(C(F)F)c6)C[C@@H]54)no3)c(=O)c21,VKEJLWJCORBCGU-FOLVSLTJSA-N
28038485,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(SC(F)(F)F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5989984,6.52,=,=,IC50,nM,300.0,IC50,nM,300.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(SC(F)(F)F)c6)C[C@@H]54)no3)c(=O)c21,PHQJSLDTLKKGHV-FOLVSLTJSA-N
28038488,CHEMBL5735476,B,CC(=O)c1cccc(N2C[C@@H]3[C@H](C2)[C@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)c1,,CHEMBL5727829,2020,CHEMBL6039616,6.53,=,=,IC50,nM,295.0,IC50,nM,295.0,CC(=O)c1cccc(N2C[C@@H]3[C@H](C2)[C@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)c1,URFSQYMVDMFPDP-VQFNDLOPSA-N
28038491,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7c(c6)CCC7)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5941868,6.96,=,=,IC50,nM,111.0,IC50,nM,111.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7c(c6)CCC7)C[C@@H]54)no3)c(=O)c21,LUTWICAIXWFDLX-DZFIZOCASA-N
28038494,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(C7CC7)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6051214,6.95,=,=,IC50,nM,112.0,IC50,nM,112.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(C7CC7)c6)C[C@@H]54)no3)c(=O)c21,IQZWGMBQRDGLEH-DZFIZOCASA-N
28038497,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7c(c6)CCCC7)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5813752,6.16,=,=,IC50,nM,685.0,IC50,nM,685.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7c(c6)CCCC7)C[C@@H]54)no3)c(=O)c21,LFIARYKUQKQPHR-RUYXUALKSA-N
28038500,CHEMBL5735476,B,O=c1c2ccncc2ncn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,,CHEMBL5727829,2020,CHEMBL5864778,6.72,=,=,IC50,nM,190.0,IC50,nM,190.0,O=c1c2ccncc2ncn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,QTRILORKJOOALG-KWUMSVIQSA-N
28038503,CHEMBL5735476,B,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@H](c3cccc(Cl)c3)C2)no1,,CHEMBL5727829,2020,CHEMBL5803349,7.31,=,=,IC50,nM,49.0,IC50,nM,49.0,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@H](c3cccc(Cl)c3)C2)no1,BWJKJXASLSRQNM-HDJSIYSDSA-N
28038506,CHEMBL5735476,B,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,,CHEMBL5727829,2020,CHEMBL5753770,7.7,=,=,IC50,nM,20.2,IC50,nM,20.2,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,YTRXZKNDLRUBRK-KWUMSVIQSA-N
28038509,CHEMBL5735476,B,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@](O)(c3cccc(Cl)c3)C2)no1,,CHEMBL5727829,2020,CHEMBL5863260,6.55,=,=,IC50,nM,281.0,IC50,nM,281.0,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@](O)(c3cccc(Cl)c3)C2)no1,XWGOPLIZWFRBIN-KWUMSVIQSA-N
28038512,CHEMBL5735476,B,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@H](c5cccc(Cl)c5)C4)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5826450,7.91,=,=,IC50,nM,12.2,IC50,nM,12.2,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@H](c5cccc(Cl)c5)C4)no3)c(=O)c12,WAQZJHCNMYVEFU-SHTZXODSSA-N
28038515,CHEMBL5735476,B,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@](O)(c5cccc(Cl)c5)C4)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5823474,7.24,=,=,IC50,nM,57.8,IC50,nM,57.8,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@](O)(c5cccc(Cl)c5)C4)no3)c(=O)c12,DVSUUDQPYLXSED-IPVJXJPOSA-N
28038518,CHEMBL5735476,B,COc1ccc([C@H]2C[C@H](c3noc(Cn4cnc5nccc(C)c5c4=O)n3)C2)cc1,,CHEMBL5727829,2020,CHEMBL6030650,7.41,=,=,IC50,nM,38.7,IC50,nM,38.7,COc1ccc([C@H]2C[C@H](c3noc(Cn4cnc5nccc(C)c5c4=O)n3)C2)cc1,YXTJFYWQCCHXMG-WKILWMFISA-N
28038521,CHEMBL5735476,B,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)F)cc5)C4)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5781292,7.29,=,=,IC50,nM,51.3,IC50,nM,51.3,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)F)cc5)C4)no3)c(=O)c12,LFMJKUKQVYUFOI-SHTZXODSSA-N
28038524,CHEMBL5735476,B,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)(F)F)cc5)C4)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5754794,7.2,=,=,IC50,nM,63.8,IC50,nM,63.8,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)(F)F)cc5)C4)no3)c(=O)c12,CNBMUGGIAWLNKG-SHTZXODSSA-N
28038527,CHEMBL5735476,B,Cc1ccnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5866124,7.41,=,=,IC50,nM,39.0,IC50,nM,39.0,Cc1ccnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,BUYFCKGCSXZWDP-MNZLEMJZSA-N
28038530,CHEMBL5735476,B,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5826497,7.84,=,=,IC50,nM,14.6,IC50,nM,14.6,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,JZXXBEFFCKCRCF-IGOJGBNBSA-N
28038533,CHEMBL5735476,B,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL6063999,7.09,=,=,IC50,nM,81.5,IC50,nM,81.5,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c12,NBSLXNJLYUHGDR-IGOJGBNBSA-N
28038536,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7c(cnn7C)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5847873,6.85,=,=,IC50,nM,141.0,IC50,nM,141.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7c(cnn7C)c6)C[C@@H]54)no3)c(=O)c21,UYKCJYVCQPMHNT-HWWDLCQESA-N
28038539,CHEMBL5735476,B,Cn1ccc2cc(N3C[C@@H]4[C@H](C3)[C@H]4c3noc(Cn4cnc5ncn(C)c5c4=O)n3)ccc21,,CHEMBL5727829,2020,CHEMBL6015267,6.58,=,=,IC50,nM,262.0,IC50,nM,262.0,Cn1ccc2cc(N3C[C@@H]4[C@H](C3)[C@H]4c3noc(Cn4cnc5ncn(C)c5c4=O)n3)ccc21,SKJSBHKZBFLKPZ-MNZLEMJZSA-N
28038542,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ccncc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5831072,7.16,=,=,IC50,nM,69.2,IC50,nM,69.2,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ccncc7c6)C[C@@H]54)no3)c(=O)c21,DQMKDVUGJCOEFB-DZFIZOCASA-N
28038545,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ncccc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5949546,6.78,=,=,IC50,nM,166.0,IC50,nM,166.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ncccc7c6)C[C@@H]54)no3)c(=O)c21,GEKOFPRPTQXTLH-MNZLEMJZSA-N
28038548,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cnc7ccccc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5897326,6.77,=,=,IC50,nM,169.0,IC50,nM,169.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cnc7ccccc7c6)C[C@@H]54)no3)c(=O)c21,LUOQKYCEQBFDOI-MNZLEMJZSA-N
28038551,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(C#N)c(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5748632,7.26,=,=,IC50,nM,55.3,IC50,nM,55.3,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(C#N)c(F)c6)C[C@@H]54)no3)c(=O)c21,ZAGXFWMLCVBKQA-HALDLXJZSA-N
28038554,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(C#N)c(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5748632,7.82,=,=,IC50,nM,15.0,IC50,nM,15.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(C#N)c(F)c6)C[C@@H]54)no3)c(=O)c21,ZAGXFWMLCVBKQA-HALDLXJZSA-N
28038557,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5806157,7.61,=,=,IC50,nM,24.6,IC50,nM,24.6,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,ZZSYQYNHASLYPZ-FOLVSLTJSA-N
28038560,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5806157,8.28,=,=,IC50,nM,5.2,IC50,nM,5.2,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,ZZSYQYNHASLYPZ-FOLVSLTJSA-N
28038563,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(F)(F)c5cccc(Cl)c5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5842669,7.58,=,=,IC50,nM,26.4,IC50,nM,26.4,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(F)(F)c5cccc(Cl)c5)C4)no3)c(=O)c21,ATLHEWQHWGSHBX-AULYBMBSSA-N
28038566,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(F)(F)c5cccc(Cl)c5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5842669,7.89,=,=,IC50,nM,13.0,IC50,nM,13.0,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(F)(F)c5cccc(Cl)c5)C4)no3)c(=O)c21,ATLHEWQHWGSHBX-AULYBMBSSA-N
28038569,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6F)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5742566,7.81,=,=,IC50,nM,15.4,IC50,nM,15.4,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6F)C[C@H]54)no3)c(=O)c21,NQEUZZGRELLFAS-JJRVBVJISA-N
28038572,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6F)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5742566,8.07,=,=,IC50,nM,8.5,IC50,nM,8.5,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6F)C[C@H]54)no3)c(=O)c21,NQEUZZGRELLFAS-JJRVBVJISA-N
28038575,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6F)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5742566,7.9,=,=,IC50,nM,12.7,IC50,nM,12.7,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6F)C[C@H]54)no3)c(=O)c21,NQEUZZGRELLFAS-JJRVBVJISA-N
28038578,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6F)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5742566,8.33,=,=,IC50,nM,4.7,IC50,nM,4.7,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6F)C[C@H]54)no3)c(=O)c21,NQEUZZGRELLFAS-JJRVBVJISA-N
28038581,CHEMBL5735476,B,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,,CHEMBL5727829,2020,CHEMBL6031616,7.98,=,=,IC50,nM,10.4,IC50,nM,10.4,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,CLZKMFVTJPNWFB-VQFNDLOPSA-N
28038584,CHEMBL5735477,B,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,,CHEMBL5727829,2020,CHEMBL6031616,8.06,=,=,IC50,nM,8.7,IC50,nM,8.7,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,CLZKMFVTJPNWFB-VQFNDLOPSA-N
28038587,CHEMBL5735476,B,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4ccc5ncsc5c4)C[C@@H]32)no1,,CHEMBL5727829,2020,CHEMBL6058047,7.62,=,=,IC50,nM,24.0,IC50,nM,24.0,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4ccc5ncsc5c4)C[C@@H]32)no1,DEEKSQRKTYEQAN-QWHZDKJVSA-N
28038590,CHEMBL5735477,B,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4ccc5ncsc5c4)C[C@@H]32)no1,,CHEMBL5727829,2020,CHEMBL6058047,8.07,=,=,IC50,nM,8.6,IC50,nM,8.6,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4ccc5ncsc5c4)C[C@@H]32)no1,DEEKSQRKTYEQAN-QWHZDKJVSA-N
28038593,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(C#N)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5979844,7.0,=,=,IC50,nM,99.1,IC50,nM,99.1,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(C#N)c6)C[C@@H]54)no3)c(=O)c21,DZQZOUCQQZZXDZ-QLPKVWCKSA-N
28038596,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(C#N)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5979844,7.4,=,=,IC50,nM,40.0,IC50,nM,40.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(C#N)c6)C[C@@H]54)no3)c(=O)c21,DZQZOUCQQZZXDZ-QLPKVWCKSA-N
28038599,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ocnc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5867523,7.56,=,=,IC50,nM,27.5,IC50,nM,27.5,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ocnc7c6)C[C@@H]54)no3)c(=O)c21,BTNUNVLIPAOCMM-LAQFHYBYSA-N
28038602,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ocnc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5867523,7.75,=,=,IC50,nM,18.0,IC50,nM,18.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ocnc7c6)C[C@@H]54)no3)c(=O)c21,BTNUNVLIPAOCMM-LAQFHYBYSA-N
28038605,CHEMBL5735476,B,O=c1c2cccc(=O)n2ccn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,,CHEMBL5727829,2020,CHEMBL5754138,7.42,=,=,IC50,nM,37.7,IC50,nM,37.7,O=c1c2cccc(=O)n2ccn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,JYMGYVCGGDSUSP-IPVJXJPOSA-N
28038608,CHEMBL5735477,B,O=c1c2cccc(=O)n2ccn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,,CHEMBL5727829,2020,CHEMBL5754138,7.42,=,=,IC50,nM,38.0,IC50,nM,38.0,O=c1c2cccc(=O)n2ccn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,JYMGYVCGGDSUSP-IPVJXJPOSA-N
28038611,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5806157,7.48,=,=,IC50,nM,33.3,IC50,nM,33.3,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,ZZSYQYNHASLYPZ-FOLVSLTJSA-N
28038614,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5806157,8.32,=,=,IC50,nM,4.8,IC50,nM,4.8,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,ZZSYQYNHASLYPZ-FOLVSLTJSA-N
