activity_id,assay_chembl_id,assay_type,canonical_smiles,data_validity_comment,document_chembl_id,document_year,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,std_smiles,inchikey
28038617,CHEMBL5735476,B,Cc1cnn2ncn(Cc3nc([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5865172,7.19,=,=,IC50,nM,64.9,IC50,nM,64.9,Cc1cnn2ncn(Cc3nc([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)no3)c(=O)c12,RNTNRGPOXWZFSV-HHCCDPJTSA-N
28038620,CHEMBL5735477,B,Cc1cnn2ncn(Cc3nc([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5865172,8.09,=,=,IC50,nM,8.1,IC50,nM,8.1,Cc1cnn2ncn(Cc3nc([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)no3)c(=O)c12,RNTNRGPOXWZFSV-HHCCDPJTSA-N
28038623,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ncoc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5903390,7.42,=,=,IC50,nM,38.4,IC50,nM,38.4,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ncoc7c6)C[C@@H]54)no3)c(=O)c21,WXHSFVIZINIMIS-LAQFHYBYSA-N
28038626,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ncoc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5903390,7.55,=,=,IC50,nM,28.0,IC50,nM,28.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ncoc7c6)C[C@@H]54)no3)c(=O)c21,WXHSFVIZINIMIS-LAQFHYBYSA-N
28038629,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5967246,7.69,=,=,IC50,nM,20.6,IC50,nM,20.6,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(F)c6)C[C@@H]54)no3)c(=O)c21,QXUVGAUHCZPSAQ-FOLVSLTJSA-N
28038632,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5967246,8.51,=,=,IC50,nM,3.1,IC50,nM,3.1,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)cc(F)c6)C[C@@H]54)no3)c(=O)c21,QXUVGAUHCZPSAQ-FOLVSLTJSA-N
28038635,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5964943,7.9,=,=,IC50,nM,12.7,IC50,nM,12.7,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,SJUCKSBEIQPXBE-IGCXYCKISA-N
28038638,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5964943,8.41,=,=,IC50,nM,3.9,IC50,nM,3.9,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,SJUCKSBEIQPXBE-IGCXYCKISA-N
28038641,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)c(F)c6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6058281,8.03,=,=,IC50,nM,9.35,IC50,nM,9.35,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)c(F)c6)C[C@H]54)no3)c(=O)c21,SJUCKSBEIQPXBE-OGHNNQOOSA-N
28038644,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)c(F)c6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6058281,8.31,=,=,IC50,nM,4.9,IC50,nM,4.9,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)c(F)c6)C[C@H]54)no3)c(=O)c21,SJUCKSBEIQPXBE-OGHNNQOOSA-N
28038647,CHEMBL5735476,B,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5856251,8.09,=,=,IC50,nM,8.11,IC50,nM,8.11,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,IAWHXDCOTSCDSA-QLPKVWCKSA-N
28038650,CHEMBL5735477,B,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5856251,8.46,=,=,IC50,nM,3.5,IC50,nM,3.5,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,IAWHXDCOTSCDSA-QLPKVWCKSA-N
28038653,CHEMBL5735476,B,O=c1c2cccnc2cnn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,,CHEMBL5727829,2020,CHEMBL5774326,8.08,=,=,IC50,nM,8.39,IC50,nM,8.39,O=c1c2cccnc2cnn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,RTOPZEJDITVXGI-MNZLEMJZSA-N
28038656,CHEMBL5735477,B,O=c1c2cccnc2cnn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,,CHEMBL5727829,2020,CHEMBL5774326,8.29,=,=,IC50,nM,5.1,IC50,nM,5.1,O=c1c2cccnc2cnn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,RTOPZEJDITVXGI-MNZLEMJZSA-N
28038659,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6F)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5777536,7.32,=,=,IC50,nM,48.1,IC50,nM,48.1,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6F)C[C@@H]54)no3)c(=O)c21,KTXOJFRLLCSGST-ATCWAGBWSA-N
28038662,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6F)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5777536,7.72,=,=,IC50,nM,19.0,IC50,nM,19.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6F)C[C@@H]54)no3)c(=O)c21,KTXOJFRLLCSGST-ATCWAGBWSA-N
28038665,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6C#N)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6021662,6.8,=,=,IC50,nM,157.0,IC50,nM,157.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6C#N)C[C@@H]54)no3)c(=O)c21,CLALAOKNVZYDNB-HALDLXJZSA-N
28038668,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6C#N)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6021662,7.0,=,=,IC50,nM,100.0,IC50,nM,100.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6C#N)C[C@@H]54)no3)c(=O)c21,CLALAOKNVZYDNB-HALDLXJZSA-N
28038671,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)ccc6F)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5845808,7.82,=,=,IC50,nM,15.1,IC50,nM,15.1,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)ccc6F)C[C@@H]54)no3)c(=O)c21,LOTBKQZXFAVCCV-ATCWAGBWSA-N
28038674,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)ccc6F)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5845808,8.2,=,=,IC50,nM,6.3,IC50,nM,6.3,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)ccc6F)C[C@@H]54)no3)c(=O)c21,LOTBKQZXFAVCCV-ATCWAGBWSA-N
28038677,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6F)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5752360,7.89,=,=,IC50,nM,12.8,IC50,nM,12.8,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6F)C[C@@H]54)no3)c(=O)c21,UCDSHIQKQTZWPG-HBYGRHMLSA-N
28038680,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6F)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5752360,8.6,=,=,IC50,nM,2.5,IC50,nM,2.5,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6F)C[C@@H]54)no3)c(=O)c21,UCDSHIQKQTZWPG-HBYGRHMLSA-N
28038683,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(=O)c5cccc(Cl)c5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5991506,6.93,=,=,IC50,nM,117.0,IC50,nM,117.0,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(=O)c5cccc(Cl)c5)C4)no3)c(=O)c21,DTFHZFACWKUJPZ-JOCQHMNTSA-N
28038686,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(=O)c5cccc(Cl)c5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5991506,7.19,=,=,IC50,nM,64.0,IC50,nM,64.0,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(=O)c5cccc(Cl)c5)C4)no3)c(=O)c21,DTFHZFACWKUJPZ-JOCQHMNTSA-N
28038689,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cccc(C(F)F)c6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5828488,7.3,=,=,IC50,nM,49.5,IC50,nM,49.5,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cccc(C(F)F)c6)C[C@H]54)no3)c(=O)c21,LZZAVIYOWBNZER-ZMSDIMECSA-N
28038692,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cccc(C(F)F)c6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5828488,7.43,=,=,IC50,nM,37.0,IC50,nM,37.0,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cccc(C(F)F)c6)C[C@H]54)no3)c(=O)c21,LZZAVIYOWBNZER-ZMSDIMECSA-N
28038695,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cccc(C(F)F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5777279,7.5,=,=,IC50,nM,31.9,IC50,nM,31.9,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cccc(C(F)F)c6)C[C@@H]54)no3)c(=O)c21,LZZAVIYOWBNZER-VYDXJSESSA-N
28038698,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cccc(C(F)F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5777279,7.58,=,=,IC50,nM,26.0,IC50,nM,26.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cccc(C(F)F)c6)C[C@@H]54)no3)c(=O)c21,LZZAVIYOWBNZER-VYDXJSESSA-N
28038701,CHEMBL5735476,B,Cc1noc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5744652,7.37,=,=,IC50,nM,43.0,IC50,nM,43.0,Cc1noc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,ZFYMVMUDHSAMSG-ATCWAGBWSA-N
28038704,CHEMBL5735477,B,Cc1noc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5744652,7.52,=,=,IC50,nM,30.0,IC50,nM,30.0,Cc1noc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,ZFYMVMUDHSAMSG-ATCWAGBWSA-N
28038707,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6009524,7.67,=,=,IC50,nM,21.5,IC50,nM,21.5,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,OBHJVFPRSXFZMO-ATCWAGBWSA-N
28038710,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6009524,8.41,=,=,IC50,nM,3.9,IC50,nM,3.9,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,OBHJVFPRSXFZMO-ATCWAGBWSA-N
28038713,CHEMBL5735476,B,Cn1nnc2ncn(Cc3nc([C@@H]4CC[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5897594,7.39,=,=,IC50,nM,40.3,IC50,nM,40.3,Cn1nnc2ncn(Cc3nc([C@@H]4CC[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,GGMKYOGJIQCBEX-CHWSQXEVSA-N
28038716,CHEMBL5735477,B,Cn1nnc2ncn(Cc3nc([C@@H]4CC[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5897594,7.36,=,=,IC50,nM,44.0,IC50,nM,44.0,Cn1nnc2ncn(Cc3nc([C@@H]4CC[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,GGMKYOGJIQCBEX-CHWSQXEVSA-N
28038719,CHEMBL5735476,B,Cc1cc(C#N)nc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL6000403,7.31,=,=,IC50,nM,49.0,IC50,nM,49.0,Cc1cc(C#N)nc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,NPEFTSHDWRRIGK-QWHZDKJVSA-N
28038722,CHEMBL5735477,B,Cc1cc(C#N)nc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL6000403,8.04,=,=,IC50,nM,9.1,IC50,nM,9.1,Cc1cc(C#N)nc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,NPEFTSHDWRRIGK-QWHZDKJVSA-N
28038725,CHEMBL5735476,B,Cn1nnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6027272,8.21,=,=,IC50,nM,6.12,IC50,nM,6.12,Cn1nnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c21,LRZQMDHWCOUOPM-YCPHGPKFSA-N
28038728,CHEMBL5735477,B,Cn1nnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL6027272,8.51,=,=,IC50,nM,3.1,IC50,nM,3.1,Cn1nnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c21,LRZQMDHWCOUOPM-YCPHGPKFSA-N
28038731,CHEMBL5735476,B,Cn1nnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5879055,7.98,=,=,IC50,nM,10.4,IC50,nM,10.4,Cn1nnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6)C[C@H]54)no3)c(=O)c21,LRZQMDHWCOUOPM-SQWLQELKSA-N
28038734,CHEMBL5735477,B,Cn1nnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5879055,8.39,=,=,IC50,nM,4.1,IC50,nM,4.1,Cn1nnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccc6)C[C@H]54)no3)c(=O)c21,LRZQMDHWCOUOPM-SQWLQELKSA-N
28038737,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)cn6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5805829,7.19,=,=,IC50,nM,64.0,IC50,nM,64.0,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)cn6)C[C@H]54)no3)c(=O)c21,NPUDHMAZVHROFR-WOSRLPQWSA-N
28038740,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)cn6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5805829,7.57,=,=,IC50,nM,27.0,IC50,nM,27.0,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)cn6)C[C@H]54)no3)c(=O)c21,NPUDHMAZVHROFR-WOSRLPQWSA-N
28038743,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)cn6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5863856,6.94,=,=,IC50,nM,116.0,IC50,nM,116.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)cn6)C[C@@H]54)no3)c(=O)c21,NPUDHMAZVHROFR-WWGRRREGSA-N
28038746,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)cn6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5863856,7.11,=,=,IC50,nM,78.0,IC50,nM,78.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)cn6)C[C@@H]54)no3)c(=O)c21,NPUDHMAZVHROFR-WWGRRREGSA-N
28038749,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc7scnc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5907024,7.44,=,=,IC50,nM,36.0,IC50,nM,36.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc7scnc7c6)C[C@@H]54)no3)c(=O)c21,JWKCOLSRXWLOLP-GLJUWKHASA-N
28038752,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc7scnc7c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5907024,7.62,=,=,IC50,nM,24.0,IC50,nM,24.0,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc7scnc7c6)C[C@@H]54)no3)c(=O)c21,JWKCOLSRXWLOLP-GLJUWKHASA-N
28038755,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7scnc7c6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5850879,7.44,=,=,IC50,nM,36.2,IC50,nM,36.2,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7scnc7c6)C[C@H]54)no3)c(=O)c21,JWKCOLSRXWLOLP-PMUMKWKESA-N
28038758,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7scnc7c6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5850879,7.47,=,=,IC50,nM,34.0,IC50,nM,34.0,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7scnc7c6)C[C@H]54)no3)c(=O)c21,JWKCOLSRXWLOLP-PMUMKWKESA-N
28038761,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5845513,8.19,=,=,IC50,nM,6.4,IC50,nM,6.4,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,SSLPGGYMXROYIW-VYDXJSESSA-N
28038764,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5845513,8.77,=,=,IC50,nM,1.7,IC50,nM,1.7,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cccc(F)c6)C[C@@H]54)no3)c(=O)c21,SSLPGGYMXROYIW-VYDXJSESSA-N
28038767,CHEMBL5735476,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cccc(F)c6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5885885,8.01,=,=,IC50,nM,9.73,IC50,nM,9.73,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cccc(F)c6)C[C@H]54)no3)c(=O)c21,SSLPGGYMXROYIW-ZMSDIMECSA-N
28038770,CHEMBL5735477,B,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cccc(F)c6)C[C@H]54)no3)c(=O)c21,,CHEMBL5727829,2020,CHEMBL5885885,8.64,=,=,IC50,nM,2.3,IC50,nM,2.3,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cccc(F)c6)C[C@H]54)no3)c(=O)c21,SSLPGGYMXROYIW-ZMSDIMECSA-N
28038773,CHEMBL5735476,B,Cc1ncn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5778727,7.21,=,=,IC50,nM,61.1,IC50,nM,61.1,Cc1ncn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,XBDHVGWQURBFBB-VIKVFOODSA-N
28038776,CHEMBL5735477,B,Cc1ncn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5778727,7.3,=,=,IC50,nM,50.0,IC50,nM,50.0,Cc1ncn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c12,XBDHVGWQURBFBB-VIKVFOODSA-N
28038779,CHEMBL5735476,B,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)ccn6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5751966,7.72,=,=,IC50,nM,19.2,IC50,nM,19.2,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)ccn6)C[C@@H]54)no3)c(=O)c12,NPTHNANPKCRKIP-VIKVFOODSA-N
28038782,CHEMBL5735477,B,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)ccn6)C[C@@H]54)no3)c(=O)c12,,CHEMBL5727829,2020,CHEMBL5751966,8.12,=,=,IC50,nM,7.5,IC50,nM,7.5,Cc1cnn2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)ccn6)C[C@@H]54)no3)c(=O)c12,NPTHNANPKCRKIP-VIKVFOODSA-N
28038785,CHEMBL5735476,B,COc1ccc(C2=C[C@@H]3[C@H](C2)[C@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,,CHEMBL5727829,2020,CHEMBL5832402,7.38,=,=,IC50,nM,41.8,IC50,nM,41.8,COc1ccc(C2=C[C@@H]3[C@H](C2)[C@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,JKNJVPGBUGINLQ-RYRKJORJSA-N
28038788,CHEMBL5735477,B,COc1ccc(C2=C[C@@H]3[C@H](C2)[C@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,,CHEMBL5727829,2020,CHEMBL5832402,7.82,=,=,IC50,nM,15.0,IC50,nM,15.0,COc1ccc(C2=C[C@@H]3[C@H](C2)[C@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,JKNJVPGBUGINLQ-RYRKJORJSA-N
28038791,CHEMBL5735476,B,COc1ccc(C2=C[C@H]3[C@@H](C2)[C@@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,,CHEMBL5727829,2020,CHEMBL5810601,7.58,=,=,IC50,nM,26.6,IC50,nM,26.6,COc1ccc(C2=C[C@H]3[C@@H](C2)[C@@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,JKNJVPGBUGINLQ-LZLYRXPVSA-N
28038794,CHEMBL5735477,B,COc1ccc(C2=C[C@H]3[C@@H](C2)[C@@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,,CHEMBL5727829,2020,CHEMBL5810601,7.8,=,=,IC50,nM,16.0,IC50,nM,16.0,COc1ccc(C2=C[C@H]3[C@@H](C2)[C@@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,JKNJVPGBUGINLQ-LZLYRXPVSA-N
