inchikey,standard_type,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,assay_types,year_min,year_max,scaffold,split
JEZYRPUMEHJVEN-UHFFFAOYSA-N,IC50,CCCCCCCCCC(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,CHEMBL2071513,5.85,5.7,6.0,0.2121320343559644,2,F,2012,2012,c1ccccc1,train
JFAQOFLDBXAXAQ-UHFFFAOYSA-N,IC50,CCCNc1cc(NC(=O)c2ccncc2)cc(C(F)(F)F)c1,CHEMBL3311187,5.58,5.58,5.58,,1,B,2014,2014,O=C(Nc1ccccc1)c1ccncc1,val
JFBNNBIUJWKGPM-QGZVFWFLSA-N,IC50,Cc1cc(S(=O)(=O)N2CCC[C@@H]2c2ccc(F)cc2)cc(C)c1F,CHEMBL3754351,6.96,6.96,6.96,,1,B,2016,2016,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,train
JFLCWGRYMUUJRW-YKSBVNFPSA-N,IC50,O=C(NCc1cc(-c2ccc(C3CC3)cc2)ncn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6028461,6.92,6.87,6.97,0.0707106781186545,2,B,2022,2022,O=C(NCc1cc(-c2ccc(C3CC3)cc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,val
JGBBKLTUEVDXPM-UHFFFAOYSA-N,IC50,O=C(NC(C(=O)c1ccc(Cl)cc1)C1CC1)c1ccccc1,CHEMBL2071593,5.7,5.7,5.7,0.0,2,F,2012,2012,O=C(NC(C(=O)c1ccccc1)C1CC1)c1ccccc1,val
JGFBRLGZGJYISU-NSHDSACASA-N,IC50,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc5c(c4)OCO5)no3)c(=O)c12,CHEMBL4868010,7.25,7.25,7.25,0.0,2,B,2021,2021,O=c1c2ccsc2ncn1Cc1nc(CCc2ccc3c(c2)OCO3)no1,train
JGPICCTXSJGRDH-UHFFFAOYSA-N,IC50,CC(C)C(NC(=O)c1ccc(Cl)cc1F)C(=O)c1ccc(C#N)cc1,CHEMBL2071505,5.45,5.4,5.5,0.0707106781186545,2,F,2012,2012,O=C(CNC(=O)c1ccccc1)c1ccccc1,train
JHGDJTAYURVRBX-UHFFFAOYSA-N,IC50,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)NCc3ccc4nsnc4c3)sc12,CHEMBL3220227,5.84,5.84,5.84,,1,B,2012,2012,O=C(NCc1ccc2nsnc2c1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,val
JHXOWAOGHMUCFO-IDLMPWNNSA-N,IC50,O=C(NCc1cc(C2=CCC(C(F)(F)F)CC2)ncn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6017794,7.43,7.34,7.52,0.1272792206135783,2,B,2022,2022,O=C(NCc1cc(C2=CCCCC2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,val
JJIYFRHWAJSTRT-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(I)cc2)n(C)c1=O,CHEMBL1947275,5.75,5.75,5.75,,1,F,2012,2012,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,train
JJOTYXMTNZIMSZ-UHFFFAOYSA-N,IC50,CC(C)C(C)Nc1cc(NC(=O)c2cccs2)cc(C(F)(F)F)c1,CHEMBL3311180,5.89,5.89,5.89,,1,B,2014,2014,O=C(Nc1ccccc1)c1cccs1,train
JJWIAVUKFHESIC-UHFFFAOYSA-N,IC50,CC(C)N(CC(=O)NCc1cccc(-c2ccc(C(F)(F)F)cc2)c1)S(=O)(=O)c1ccn(C)n1,CHEMBL5807967,5.62,5.62,5.62,,1,B,2017,2017,O=C(CNS(=O)(=O)c1cc[nH]n1)NCc1cccc(-c2ccccc2)c1,val
JJXVVDMOIHAKHG-UGKGYDQZSA-N,IC50,N#Cc1cnc(-c2ccc(C(F)(F)F)nc2)cc1CNC(=O)[C@@H]1[C@@H](F)CCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5990009,7.89,7.89,7.89,,1,B,2022,2022,O=C(NCc1ccnc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
JKNJVPGBUGINLQ-LZLYRXPVSA-N,IC50,COc1ccc(C2=C[C@H]3[C@@H](C2)[C@@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,CHEMBL5810601,7.689999999999999,7.58,7.8,0.1555634918610406,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
JKNJVPGBUGINLQ-RYRKJORJSA-N,IC50,COc1ccc(C2=C[C@@H]3[C@H](C2)[C@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,CHEMBL5832402,7.6,7.38,7.82,0.3111269837220815,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
JKROEASKFSYUDV-UHFFFAOYSA-N,IC50,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,CHEMBL2071494,5.95,5.6,6.4,0.3304037933599837,4,F,2012,2012,O=C(CNC(=O)c1ccccc1)c1ccccc1,train
JKSIUQSXQUJUQN-LBPRGKRZSA-N,IC50,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4ccc(Br)cc4)n3)c(=O)c2c1C(N)=O,CHEMBL5948751,7.54,7.54,7.54,,1,B,2023,2023,O=c1c2ccoc2ncn1Cc1nnn(CCc2ccccc2)n1,train
JKWXDKUVOQCWGK-NSHDSACASA-N,IC50,C[C@@H](C(=O)Nc1cncc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,CHEMBL6061795,7.58,7.58,7.58,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cncnc2)n1,train
JLRDFDIVWVIADD-LSDHHAIUSA-N,IC50,Cc1ccc([C@H]2C[C@H](c3noc(Cn4cnc5ncn(C)c5c4=O)n3)CO2)cc1,CHEMBL6026042,8.015,7.79,8.24,0.3181980515339462,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
JMPQCPPXHXSEIC-XJKSGUPXSA-N,IC50,O=c1c2cccnc2ncn1Cc1nc([C@@H]2CO[C@@H](c3ccc(Cl)cc3)C2)no1,CHEMBL5877962,8.21,8.18,8.24,0.0424264068711925,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
JNDWMJRPGXBLSS-FOLVSLTJSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)cc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5819369,7.51,7.51,7.51,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
JNFFYUYSPBYAOR-KNQAVFIVSA-N,IC50,COc1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)cc(-c2ccc(C(F)(F)F)nc2)c1,CHEMBL6022546,7.33,7.33,7.33,,1,B,2022,2022,O=C(NCc1cccc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
JNKBSIPJIAHQTP-WOSRLPQWSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cc(Cl)ccn6)C[C@H]54)no3)c(=O)c21,CHEMBL6000988,7.045,6.92,7.17,0.1767766952966369,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,train
JNKBSIPJIAHQTP-WWGRRREGSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5804088,7.275,7.04,7.51,0.3323401871576768,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,train
JOMJJSVRLDEKPU-JYAVWHMHSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccnc(F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5894388,6.76,6.38,7.14,0.537401153701776,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccncc4)CC32)no1,train
JOVMFRRSFHVPLP-CTYIDZIISA-N,IC50,Cn1c(=O)ccc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL5771685,7.82,7.82,7.82,,1,B,2021,2021,O=c1ccc2ncn(Cc3nn(C4CC(c5ccccc5)C4)c(=O)o3)c(=O)c2[nH]1,val
JROSFXIRTRVADR-UHFFFAOYSA-N,IC50,CCOc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,CHEMBL3299020,7.41,7.41,7.41,,1,B,2014,2014,c1ccc(-c2ccc3[nH]ncc3c2)cc1,train
JSZBSUKOUVVBGY-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(F)c4F)cs3)cccc2n(C)c1=O,CHEMBL3958453,7.18,7.18,7.18,,1,B,2015,2015,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
JTICAAYOYZCRBJ-MCBXIFIFSA-N,IC50,Cn1c(=O)ccc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5893767,7.26,7.22,7.3,0.0565685424949238,2,B,2020,2020,O=c1ccc2ncn(Cc3nc(C4C5CN(c6ccccn6)CC54)no3)c(=O)c2[nH]1,val
JTULPMHYGMMBHH-QMMMGPOBSA-N,IC50,Cc1c(C(N)=O)oc2ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)s4)n3)c(=O)c12,CHEMBL5196336,8.0,8.0,8.0,0.0,2,B,2022,2023,O=c1c2ccoc2ncn1Cc1nnn(CCc2cccs2)n1,train
JUEWLMSRGBZOJK-AOIWGVFYSA-N,IC50,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3C=C(c4cccc(Cl)c4)C[C@@H]32)no1,CHEMBL5878495,7.625,7.62,7.63,0.0070710678118653,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
JUEWLMSRGBZOJK-YQVWRLOYSA-N,IC50,O=c1c2cccnc2ncn1Cc1nc([C@@H]2[C@H]3C=C(c4cccc(Cl)c4)C[C@H]32)no1,CHEMBL5743365,7.67,7.66,7.68,0.0141421356237306,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
JUUGPJIRMPHSLY-MQMHXKEQSA-N,IC50,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(C(F)(F)F)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL6049509,7.05,7.05,7.05,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,train
JVXGITYCCXGECN-UHFFFAOYSA-N,IC50,CCCCc1ccc(NC(=O)Cn2ccc3c2c(=O)n(C)c(=O)n3C)cc1,CHEMBL1944846,5.96,5.96,5.96,,1,F,2012,2012,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,train
JWEUHOBGYUINRR-RBZFPXEDSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@]5(Cc6ccccc65)C4)no3)c(=O)c21,CHEMBL6062464,6.705,6.56,6.85,0.2050609665440985,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC3(Cc4ccccc43)C2)no1,val
JWKCOLSRXWLOLP-GLJUWKHASA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc7scnc7c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5907024,7.53,7.44,7.62,0.1272792206135783,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5scnc5c4)CC32)no1,train
JWKCOLSRXWLOLP-PMUMKWKESA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7scnc7c6)C[C@H]54)no3)c(=O)c21,CHEMBL5850879,7.455,7.44,7.47,0.0212132034355959,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5scnc5c4)CC32)no1,train
JWNCZSYHJIVUEU-GUXCAODWSA-N,IC50,Cc1cc(N)nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c12,CHEMBL5896142,8.385,7.95,8.82,0.6151828996322967,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
JWNGUBDEKMTXIP-NHAGDIPZSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cncc(C(F)(F)F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5908556,6.21,6.1,6.32,0.1555634918610409,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccnc4)CC32)no1,train
JWRZFUGWLNUYGD-UHFFFAOYSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2CC(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL6033430,7.35,7.35,7.35,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,train
JWYKVNCEXVVNTP-UHFFFAOYSA-N,IC50,N#Cc1ccc(NC2CCCCC2(O)C(F)(F)F)cc1C(F)(F)F,CHEMBL5428534,4.72,4.72,4.72,,1,B,2023,2023,c1ccc(NC2CCCCC2)cc1,train
JYCCDTYCMUOGBQ-LBPRGKRZSA-N,IC50,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,CHEMBL6051212,9.0,9.0,9.0,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,train
JYHBGHGDNGBHLR-LBPRGKRZSA-N,IC50,C[C@@H](C(=O)Nc1cncc(-c2ccc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,CHEMBL5934948,7.55,7.55,7.55,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,train
JYMGYVCGGDSUSP-IPVJXJPOSA-N,IC50,O=c1c2cccc(=O)n2ccn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,CHEMBL5754138,7.42,7.42,7.42,0.0,2,B,2020,2020,O=c1c2cccc(=O)n2ccn1Cc1nc(C2CC(c3ccccc3)C2)no1,val
JYQQTCCLMQYYSB-RYRKJORJSA-N,IC50,Cn1c(NCCO)nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c21,CHEMBL6019586,6.845,6.52,7.17,0.4596194077712561,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
JYTFGJCBRILOIU-LBPRGKRZSA-N,IC50,Cn1cnc2ncn(Cc3nn(C[C@@H]4CCc5ccc(Cl)cc54)c(=O)o3)c(=O)c21,CHEMBL6006997,6.71,6.71,6.71,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CC2CCc3ccccc32)c(=O)o1,train
JYVPQGZHLMFNTN-UHFFFAOYSA-N,IC50,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(Cl)cn1,CHEMBL2071591,5.05,4.8,5.3,0.3535533905932738,2,F,2012,2012,c1ccncc1,train
JZBLZBUYBKFIGJ-CCKFTAQKSA-N,IC50,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5Cc6ccccc6[C@@H]54)no3)c(=O)c12,CHEMBL5849425,7.03,7.03,7.03,,1,B,2020,2020,O=c1c2ccncc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,train
JZBLZBUYBKFIGJ-GDIGMMSISA-N,IC50,Cc1cncc2ncn(Cc3nc([C@@H]4[C@H]5Cc6ccccc6[C@H]54)no3)c(=O)c12,CHEMBL6036727,7.52,7.52,7.52,,1,B,2020,2020,O=c1c2ccncc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,train
JZXXBEFFCKCRCF-IGOJGBNBSA-N,IC50,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,CHEMBL5826497,7.84,7.84,7.84,,1,B,2020,2020,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
KAVXLDFMUNWDLX-GCJKJVERSA-N,IC50,O=C(NCc1ccnc(-c2ccc(OC(F)(F)F)cc2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5765240,7.75,7.75,7.75,,1,B,2022,2022,O=C(NCc1ccnc(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
KBDWUWKNXJLWES-LLVKDONJSA-N,IC50,C[C@H](Cn1nc(Cn2cnc3ncn(C)c3c2=O)oc1=O)c1ccc(Cl)cc1,CHEMBL6026829,7.47,7.47,7.47,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,train
KBDWUWKNXJLWES-NSHDSACASA-N,IC50,C[C@@H](Cn1nc(Cn2cnc3ncn(C)c3c2=O)oc1=O)c1ccc(Cl)cc1,CHEMBL5910054,6.09,6.09,6.09,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,train
KBGYHCULXCGUTB-YEORSEQZSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](Oc5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5904043,7.744999999999999,7.6,7.89,0.2050609665440991,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Oc3ccccc3)C2)no1,train
KBJLJHMMMFHLOW-SMDDNHRTSA-N,IC50,Cn1nnc2cnn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL6042892,7.234999999999999,7.1,7.37,0.1909188309203685,2,B,2020,2020,O=c1c2[nH]nnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,val
KBZMFUUCCJSHOG-XLIONFOSSA-N,IC50,O=C(NCc1ccc(F)c(-c2cnc(C(F)(F)F)nc2)c1)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5930880,6.8,6.8,6.8,,1,B,2020,2020,O=C(NCc1cccc(-c2cncnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,val
KCBWYEIWBIVYQK-UHFFFAOYSA-N,IC50,Cc1nc(Br)n2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c12,CHEMBL5825265,7.85,7.85,7.85,,1,B,2021,2021,O=c1c2cncn2ncn1Cc1nc(CCc2ccccc2)no1,train
KCBYJLXRAIWJKQ-MSOLQXFVSA-N,IC50,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1C(F)(F)F)[C@@H]1CCC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5866810,7.66,7.39,7.66,0.1558845726811993,3,B,2020,2020,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,train
KCBYJLXRAIWJKQ-QNSVNVJESA-N,IC50,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1C(F)(F)F)[C@@H]1CCCC1S(=O)(=O)c1ccc(F)cc1,CHEMBL5767216,7.39,7.39,7.39,,1,B,2020,2020,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,train
KDJIYOOVUNTKAJ-FUHWJXTLSA-N,IC50,Cc1nc(N2CCNCC2)n2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5881081,6.48,6.48,6.48,,1,B,2020,2020,O=c1c2cnc(N3CCNCC3)n2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
KDLVKFCBCTXDOW-SWKFRHMKSA-N,IC50,Cc1oc2c(c1CC(=O)/N=c1\scc(-c3ccc(OC(F)(F)F)c(Cl)c3)n1COC(=O)CN)c(=O)n(C)c(=O)n2C,CHEMBL3954164,7.26,7.26,7.26,,1,B,2015,2015,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,train
KDMQTXGHOYJLOQ-NZQKXSOJSA-N,IC50,C[C@@]1(F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ccc2F)N(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL5921909,8.22,8.22,8.22,,1,B,2022,2022,O=C(NCc1cccc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
KDXRBPDHOHGHLI-GXFFZTMASA-N,IC50,Nc1nn2c(C(F)(F)F)ncc2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3ccc(Cl)cc3)C2)no1,CHEMBL5997995,8.515,8.35,8.68,0.2333452377915601,2,B,2020,2020,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
KEABNWALVFPWDZ-ZDUSSCGKSA-N,IC50,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c2c1C,CHEMBL4866216,8.0,8.0,8.0,0.0,2,B,2021,2021,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,train
KEQCKEFNTDXKBN-UHFFFAOYSA-N,IC50,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)c(Cl)c1,CHEMBL2071497,5.4,5.4,5.4,,1,F,2012,2012,O=C(CNC(=O)c1ccccc1)c1ccccc1,train
KFLJBILIWFLJMW-SWLSCSKDSA-N,IC50,Nc1nc2ncccc2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3cccc(F)c3)C2)no1,CHEMBL5811232,7.695,7.5,7.89,0.275771644662753,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
KFPIBSJOVPWQQT-UHFFFAOYSA-N,IC50,CCc1ccc(-c2csc(NC(=O)Cc3cccc4c3c(=O)n(C)c(=O)n4C)n2)cc1,CHEMBL3968269,7.25,7.25,7.25,,1,B,2015,2015,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
KFZGTVWNSIPNCQ-NRFANRHFSA-N,IC50,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cnccc3o2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL5978971,7.7,7.7,7.7,,1,B,2020,2020,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2cnccc2o1,val
KGDYRCIWRHRFPK-OWOJBTEDSA-N,IC50,Oc1ccc(/C=C/c2cc(Br)c(O)c(Br)c2)cc1,CHEMBL4064244,4.79,4.79,4.79,,1,B,2017,2017,C(=Cc1ccccc1)c1ccccc1,train
KGRANTXTMXDAIF-VYKXQCJSSA-N,IC50,COC(=O)[C@@H](C)[C@@H]1CC[C@@](C)(CC/C=C(\C)CCC2=C(C)CCCC2(C)C)OO1,CHEMBL5432653,4.7,4.7,4.7,,1,B,2024,2024,C(=CCCC1CCCOO1)CCC1=CCCCC1,train
KGVMCKSYBGNOLM-IVMQYODDSA-N,IC50,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3ccc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5746363,8.52,8.52,8.52,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccc(N3CC4CC4C3)nc2)n1,train
KGZSYEIVIHQFAV-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C(F)(F)F)cc4F)cs3)nsc2n(C)c1=O,CHEMBL3913924,7.98,7.98,7.98,,1,B,2015,2015,O=C(Cc1nsc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
KHBHURZBJBAUPN-MBBMFPOLSA-N,IC50,CC(=C\c1ccc(F)cc1)/C(=N\O)C(C)C,CHEMBL3697707,6.07,6.07,6.07,,1,B,2015,2015,c1ccccc1,train
KHBHURZBJBAUPN-MZRBSKCNSA-N,IC50,CC(=C\c1ccc(F)cc1)/C(=N/O)C(C)C,CHEMBL3697708,5.48,5.48,5.48,,1,B,2015,2015,c1ccccc1,train
KHCMGMZHKZFVBB-KRWDZBQOSA-N,IC50,O=C(NCc1ccc(Cl)cc1)[C@@H]1CCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL4454627,5.0,4.9,5.0,0.0577350269189623,3,B,2019,2019,O=C(NCc1ccccc1)C1CCCN1S(=O)(=O)c1ccccc1,val
KHIPZNLPSJMFRQ-MNZLEMJZSA-N,IC50,Cc1ccnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(Cl)cc6)C[C@@H]54)no3)c(=O)c12,CHEMBL5910674,6.54,6.54,6.54,,1,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
KHKAWXWOIAMQMU-MOPGFXCFSA-N,IC50,O=C(Cc1cn(-c2cnc(C(F)(F)F)nc2)nc1C1CC1)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5847488,7.33,7.33,7.33,0.0,2,B,2020,2020,O=C(Cc1cn(-c2cncnc2)nc1C1CC1)NC1CCC1S(=O)(=O)c1ccccc1,val
KHNKWIRXUWCUEJ-FOLVSLTJSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(OC(F)F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5924890,6.98,6.98,6.98,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
KHSABDQBZIWQTO-ZDUSSCGKSA-N,IC50,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)n1,CHEMBL5976528,8.22,8.22,8.22,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,train
