inchikey,standard_type,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,assay_types,year_min,year_max,scaffold,split
MCSVDEMEILTGTA-LURJTMIESA-N,IC50,CNC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(N)=O)n(C)c1=O,CHEMBL5815262,6.59,6.59,6.59,,1,B,2019,2019,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,train
MDZCDAYNNUPZDO-NQZBTDCJSA-N,IC50,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)nc(C3CC3)n2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4079886,8.3,8.3,8.3,,1,B,2018,2018,O=C(NCc1cc(-c2cncnc2)nc(C2CC2)n1)C1CCCN1S(=O)(=O)c1ccccc1,test
MESAZEZGAZMOOO-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(Cl)c(Cl)c4)cs3)cccc2n(C)c1=O,CHEMBL3953065,7.01,7.01,7.01,,1,B,2015,2015,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
MFRZFIMXWVKZNR-UHFFFAOYSA-N,IC50,CC(=O)Cn1c(=O)c2c(nc(C)n2CC(=O)Nc2cccc(-c3ccc(F)c(F)c3)n2)n(C)c1=O,CHEMBL5844543,7.35,7.35,7.35,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccccc2)n1,train
MGGVBMYIXILZHA-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(OC(F)(F)F)c(F)c4)cs3)ccnc2n(C)c1=O,CHEMBL3947801,7.94,7.94,7.94,,1,B,2015,2015,O=C(Cc1ccnc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
MHAHARMDLJOTNL-NSHDSACASA-N,IC50,Cc1nc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3csc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,CHEMBL6056200,8.7,8.7,8.7,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1csc(-c2cccnc2)n1,train
MHCWTBFSBKNAMQ-DCPHZVHLSA-N,IC50,O=C(NCc1ccnc(-c2cnc(C(F)(F)F)nc2)c1)[C@@H]1[C@H]2C[C@H]2CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5798618,7.42,7.42,7.42,,1,B,2022,2022,O=C(NCc1ccnc(-c2cncnc2)c1)C1C2CC2CN1S(=O)(=O)c1ccccc1,test
MHTJEUOFLVQMCL-NJHPPEEMSA-N,IC50,CC(=C\c1ccc(Cl)cc1)/C(C)=N/O,CHEMBL593902,5.51,5.04,5.76,0.2184196485143743,8,"B,F",2010,2024,c1ccccc1,train
MHTJEUOFLVQMCL-UFVXJIOISA-N,IC50,CC(=N/O)/C(C)=C/c1ccc(Cl)cc1,CHEMBL5687035,5.335,5.16,5.51,0.2474873734152913,2,B,2011,2011,c1ccccc1,train
MHVONIOEJOVODB-UHFFFAOYSA-N,IC50,Fc1ccc(Oc2ncnc3[nH]ccc23)cc1F,CHEMBL3298500,5.52,5.52,5.52,,1,B,2014,2014,c1ccc(Oc2ncnc3[nH]ccc23)cc1,train
MJFAWSAGOMZKPI-RAXQPMNESA-N,IC50,Cc1oc2c(c1CC(=O)/N=c1\scc(-c3ccc(OC(F)(F)F)c(Cl)c3)n1COC(=O)[C@@H](N)C(C)C)c(=O)n(C)c(=O)n2C,CHEMBL3987098,7.05,7.05,7.05,,1,B,2015,2015,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,train
MJLDVLCZYBQYAL-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(OC(F)(F)F)c(F)c4)cs3)c(Cl)oc2n(C)c1=O,CHEMBL3939505,8.12,8.12,8.12,,1,B,2015,2015,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
MJYWLKTXRPVKEZ-MSOLQXFVSA-N,IC50,COc1nn(-c2ccc(C(F)(F)F)nc2)cc1CC(=O)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5984897,7.73,7.73,7.73,0.0,2,B,2020,2020,O=C(Cc1cnn(-c2cccnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,train
MJYWLKTXRPVKEZ-UHFFFAOYSA-N,IC50,COc1nn(-c2ccc(C(F)(F)F)nc2)cc1CC(=O)NC1CCC1S(=O)(=O)c1ccc(F)cc1,CHEMBL5833223,6.67,6.67,6.67,,1,B,2020,2020,O=C(Cc1cnn(-c2cccnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,train
MJZFLVZBZCNKDO-LBPRGKRZSA-N,IC50,NC(=O)c1csc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(F)ccc5o4)n3)c(=O)c12,CHEMBL5185597,7.66,7.66,7.66,,1,B,2022,2022,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,train
MKBIZVCFJOWGMO-LSDHHAIUSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(C#N)cc5)C4)no3)c(=O)c21,CHEMBL5929533,7.125,6.97,7.28,0.2192031021678301,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
MKFGBLWMDLQLDI-GRTSSRMGSA-N,IC50,C[C@@H](C(=O)Nc1ccnc(-c2cnc(N3CC4C(C3)C4(F)F)nc2)n1)n1cnc2c1c(=O)n(CC#N)c(=O)n2C,CHEMBL5803475,8.15,8.15,8.15,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cnc(N3CC4CC4C3)nc2)n1,train
MKIKGQZGGGLNPU-LBPRGKRZSA-N,IC50,NC(=O)c1csc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(Cl)ccc5o4)n3)c(=O)c12,CHEMBL5202437,7.92,7.92,7.92,,1,B,2022,2022,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,train
MKOVVWJQLPYAMT-UHFFFAOYSA-N,IC50,Fc1ccc(-c2n[nH]c3cc(C(F)(F)F)ccc23)cc1F,CHEMBL4061751,5.68,5.68,5.68,,1,B,2017,2017,c1ccc(-c2n[nH]c3ccccc23)cc1,train
MKZWVKSABWOAEC-UHFFFAOYSA-N,IC50,CC(C)(C)Nc1c(-c2cccc(Cl)c2)nc2cc(C(F)(F)F)ccn12,CHEMBL3924700,5.95,5.95,5.95,,1,B,2016,2016,c1ccc(-c2cn3ccccc3n2)cc1,train
MLVMMKNPHXPAAR-SUMWQHHRSA-N,IC50,O=c1c2cccnc2cnn1Cc1nc([C@@H]2CO[C@@H](c3ccc(F)cc3)C2)no1,CHEMBL5945569,7.835,7.78,7.89,0.0777817459305198,2,B,2020,2020,O=c1c2cccnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
MMEGDRGXGKDKMU-FOLVSLTJSA-N,IC50,Cn1c(=O)c2c(ncn2Cc2nc([C@H]3[C@@H]4CN(c5cccc(Cl)c5)C[C@@H]43)no2)n(C)c1=O,CHEMBL6033693,7.25,7.25,7.25,,1,B,2020,2020,O=c1[nH]c(=O)c2c(ncn2Cc2nc(C3C4CN(c5ccccc5)CC43)no2)[nH]1,test
MMNOSEAJUARMOD-OOHWJJMZSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,CHEMBL6049051,8.0,8.0,8.0,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2ccc(N3CC4CC4C3)nc2)n1,train
MMPAULQSJLVKHP-UHFFFAOYSA-N,IC50,Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl,CHEMBL377219,7.23,7.17,7.29,0.0848528137423861,2,B,2023,2023,c1ccc(-c2nnnn2Cc2cccnc2)cc1,test
MMRVTSMOSFLTST-UHFFFAOYSA-N,IC50,Cn1nc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)cc3)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3906234,7.58,7.58,7.58,,1,B,2015,2015,O=C(Cc1[nH]nc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
MNMZXKKNMFGYBW-ZDUSSCGKSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,CHEMBL5879929,8.52,8.52,8.52,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cccnc2)n1,test
MNWQVIWMYZQBRS-MQMHXKEQSA-N,IC50,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](Oc5cccc(F)c5)C4)c(=O)o3)c(=O)c21,CHEMBL5928205,7.94,7.94,7.94,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(Oc3ccccc3)C2)c(=O)o1,train
MOCHTZHSWMIZAF-UZLBHIALSA-N,IC50,O=C(NCc1cc(Cl)nc(-c2ccc(C(F)F)nc2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6054973,7.26,7.26,7.26,,1,B,2022,2022,O=C(NCc1ccnc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
MQBRPGZLHZUVDU-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(OC(F)(F)F)cc3)cs2)n(C)c1=O,CHEMBL3931425,7.42,7.42,7.42,,1,B,2015,2015,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,train
MQPVCEGYFVTWDL-UHFFFAOYSA-N,IC50,Cc1oc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)c(F)c3F)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3898239,8.4,8.4,8.4,,1,B,2015,2015,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
MQUKIMHLRYIAML-HSZRJFAPSA-N,IC50,COC[C@@]1(C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)CCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5797246,6.6,6.6,6.6,,1,B,2022,2022,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,train
MQWVXCFLFCEROX-INIZCTEOSA-N,IC50,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1Cl)[C@@H]1CCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5781242,6.86,6.86,6.86,,1,B,2022,2022,O=C(NCc1cnn(-c2cccnc2)c1)C1CCN1S(=O)(=O)c1ccccc1,test
MRBQQESZUMBYBU-OXFYSEKESA-N,IC50,COC(=O)[C@H](C)[C@@H]1CC[C@@](C)(CCC2=C(C)CCCC2(C)C)OO1,CHEMBL524897,4.53,4.53,4.53,,1,B,2024,2024,C1=C(CCC2CCCOO2)CCCC1,train
MRBQQESZUMBYBU-WRWLIDTKSA-N,IC50,COC(=O)[C@H](C)[C@H]1CC[C@@](C)(CCC2=C(C)CCCC2(C)C)OO1,CHEMBL451159,4.85,4.85,4.85,,1,B,2024,2024,C1=C(CCC2CCCOO2)CCCC1,train
MRHRRDRSFAZUKB-UHFFFAOYSA-N,IC50,Fc1ccc(-c2n[nH]c3cc(OC(F)(F)F)cnc23)cc1F,CHEMBL4073272,6.87,6.87,6.87,,1,B,2017,2017,c1ccc(-c2n[nH]c3cccnc23)cc1,train
MRIRDTYIRGDISF-UHFFFAOYSA-N,IC50,COc1ccc(C(=O)NC(Sc2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,CHEMBL1086586,7.04,6.58,7.54,0.4801388688008222,3,F,2010,2010,O=C(NCSc1ccccc1)c1ccccc1,train
MRJQAVHTQSPKOG-HALDLXJZSA-N,IC50,Cn1cnc2c(C#N)nn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c2c1=O,CHEMBL5752252,6.45,6.45,6.45,,1,B,2020,2020,O=c1[nH]cnc2cnn(Cc3nc(C4C5CN(c6ccccc6)CC54)no3)c12,test
MRLQZWIORUYYAK-SWLSCSKDSA-N,IC50,Cn1cnc2cnn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL6047901,7.58,7.41,7.75,0.240416305603426,2,B,2020,2020,O=c1c2[nH]cnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
MSAYCLQQORKAFC-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3cc(Cl)c(OCCC(F)(F)F)c(Cl)c3)cs2)n(C)c1=O,CHEMBL3976638,7.74,7.74,7.74,,1,B,2015,2015,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,train
MSLUZYJVJCAREX-CTNGQTDRSA-N,IC50,O=C(NCc1cc(-c2cccc(C(F)(F)F)c2)ncn1)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5968237,6.41,6.41,6.41,,1,B,2020,2020,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCC1S(=O)(=O)c1ccccc1,train
MSQPVCFZSCZFMD-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(C(F)(F)F)c4F)cs3)coc2n(C)c1=O,CHEMBL3976217,8.66,8.66,8.66,,1,B,2015,2015,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
MSYGBWPPRVPMSJ-MRXNPFEDSA-N,IC50,O=S(=O)(c1ccc(F)cc1)N1CCC[C@@H]1c1ccc(F)cc1,CHEMBL3754794,5.18,5.18,5.18,,1,B,2016,2016,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,train
MSZQIMOHOGZARD-UHFFFAOYSA-N,IC50,CCc1ccccc1-c1ccc2[nH]ncc2c1,CHEMBL3298239,6.23,6.23,6.23,,1,B,2014,2014,c1ccc(-c2ccc3[nH]ncc3c2)cc1,train
MTGXVBRHBMNUOU-GXTWGEPZSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(OC(F)(F)F)cc5)C4)no3)c(=O)c21,CHEMBL6038964,7.09,7.01,7.17,0.1131370849898477,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
MUOIGSUAOLUOMW-UHFFFAOYSA-N,IC50,Cc1noc(Cn2c(=O)c3c(ncn3CC(N)=O)n(C)c2=O)n1,CHEMBL5747844,7.8,7.77,7.85,0.0404145188432733,3,B,2019,2019,O=c1[nH]c2nc[nH]c2c(=O)n1Cc1ncno1,train
MWEJPRYWFKNEQK-UHFFFAOYSA-N,IC50,COc1ccc(C(=O)NC(C(=O)c2ccc(C#N)cc2)C(C)C)cc1,CHEMBL2071503,5.050000000000001,4.9,5.2,0.2121320343559638,2,F,2012,2012,O=C(CNC(=O)c1ccccc1)c1ccccc1,train
MWNYBDMBUNWRDN-UHFFFAOYSA-N,IC50,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)N3CCC(Oc4ccccc4F)CC3)sc12,CHEMBL3220451,6.7,6.7,6.7,,1,B,2012,2012,O=C(c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1)N1CCC(Oc2ccccc2)CC1,train
MWVJVARWBHTASX-HUBLWGQQSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5Oc6c(Cl)cccc6[C@H]54)no3)c(=O)c21,CHEMBL5782442,6.12,6.12,6.12,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Oc4ccccc4C32)no1,train
MWVJVARWBHTASX-LALPHHSUSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5Oc6c(Cl)cccc6[C@@H]54)no3)c(=O)c21,CHEMBL5897867,7.32,7.3,7.34,0.0282842712474616,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Oc4ccccc4C32)no1,train
MXDJEHKNIKUPOY-CMPLNLGQSA-N,IC50,Nc1nc2ncsc2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3ccc(F)cc3)C2)no1,CHEMBL5831249,8.64,8.64,8.64,,1,B,2020,2020,O=c1c2scnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
MYASRSUUBFDVPB-BEFAXECRSA-N,IC50,O=C(NCc1cc(-c2cnc(C(F)(F)F)nc2)ncc1F)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5898404,7.58,7.58,7.58,,1,B,2022,2022,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
MYBJZJMUOIRKIX-CYXPSIDGSA-N,IC50,C=C1CCCC(C)(C)C1CC[C@]1(C)CC[C@H]([C@@H](C)C(=O)OC)OO1,CHEMBL465146,4.72,4.72,4.72,,1,B,2024,2024,C=C1CCCCC1CCC1CCCOO1,test
MYECAPLZRDMDEP-NRFANRHFSA-N,IC50,O=C(NCc1ccc(=O)n(-c2ccc(C(F)(F)F)cc2)c1)[C@@H]1CCCN1S(=O)(=O)c1cc2ccccc2o1,CHEMBL5774043,6.8,6.8,6.8,,1,B,2020,2020,O=C(NCc1ccc(=O)n(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
MYGMWKBCBYXEOU-UHFFFAOYSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2CC(=O)Nc2cccc(-c3ccc(F)c(F)c3)n2)n(C)c1=O,CHEMBL5757813,7.38,7.38,7.38,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccccc2)n1,train
MYIJPYOIQWNCTL-UHFFFAOYSA-N,IC50,CN1C(=O)c2cccc(CC(=O)Nc3nc(-c4cccc(C(F)(F)F)c4)cs3)c2C1=O,CHEMBL1083798,6.3,6.3,6.3,,1,F,2010,2010,O=C(Cc1cccc2c1C(=O)NC2=O)Nc1nc(-c2ccccc2)cs1,train
MYPMHHGCMJXXDR-NRFANRHFSA-N,IC50,O=C(NCc1ccc(=O)n(-c2ccc(C(F)(F)F)cc2)c1)[C@@H]1CCCN1S(=O)(=O)c1cc2cc(F)ccc2o1,CHEMBL5826345,7.22,7.22,7.22,,1,B,2020,2020,O=C(NCc1ccc(=O)n(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
MZBAUWHFVTWOCF-UHFFFAOYSA-N,IC50,Fc1ccc(-c2n[nH]c3cc(NC4CCN(CC5CC5)CC4)cnc23)cc1,CHEMBL4079870,5.33,5.33,5.33,,1,B,2017,2017,c1ccc(-c2n[nH]c3cc(NC4CCN(CC5CC5)CC4)cnc23)cc1,test
MZDLKLCZJYQPTH-GOEBONIOSA-N,IC50,CC#CCn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CCC[C@@H]4C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL6013485,9.0,9.0,9.0,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CCCC3)nc2)n1,train
MZDLKLCZJYQPTH-HOCLYGCPSA-N,IC50,CC#CCn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CCC[C@H]4C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL5867420,9.0,9.0,9.0,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CCCC3)nc2)n1,train
MZGUKCQKDCDZDA-NSHDSACASA-N,IC50,Cc1c(C(N)=O)sc2ncn(Cc3nnn(C[C@H](O)c4ccc5c(c4)OCO5)n3)c(=O)c12,CHEMBL5874780,7.55,7.55,7.55,,1,B,2023,2023,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccc3c(c2)OCO3)n1,train
MZVLUJKMPFKSCI-UHFFFAOYSA-N,IC50,Cc1ncnc2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c(=O)c12,CHEMBL5882285,6.97,6.97,6.97,,1,B,2021,2021,O=c1c2cncnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,test
NAIFTAJHKHUWIN-NWANDNLSSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5Cc6cc(Cl)ccc6[C@H]54)no3)c(=O)c21,CHEMBL5949558,7.13,7.13,7.13,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,train
NAIFTAJHKHUWIN-SNPRPXQTSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5Cc6cc(Cl)ccc6[C@@H]54)no3)c(=O)c21,CHEMBL5959974,6.42,6.42,6.42,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,train
NAIQURVKOAEMNP-UHFFFAOYSA-N,IC50,Cc1ncc(-c2cccc(NC(=O)Cn3cnc4c3c(=O)n(CCO)c(=O)n4C)n2)cc1C(F)(F)F,CHEMBL5884834,6.63,6.63,6.63,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cccnc2)n1,train
NAOMZGKLBJKTAT-UHFFFAOYSA-N,IC50,O=c1c2nccnc2ncn1Cc1nc(CCc2ccc(Cl)cc2)no1,CHEMBL3786920,6.04,6.04,6.04,,1,B,2016,2016,O=c1c2nccnc2ncn1Cc1nc(CCc2ccccc2)no1,test
NASBLTGMHKILDI-LBPRGKRZSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,CHEMBL5934035,8.52,8.52,8.52,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,train
NBNOGVOWEZWSDX-UHFFFAOYSA-N,IC50,CC(C)COc1c(F)cc(-c2csc(NC(=O)Cc3coc4c3c(=O)n(C)c(=O)n4C)n2)cc1F,CHEMBL3908909,7.74,7.74,7.74,,1,B,2015,2015,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
NBSLXNJLYUHGDR-IGOJGBNBSA-N,IC50,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c12,CHEMBL6063999,7.09,7.09,7.09,,1,B,2020,2020,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
NBWWXTRHLDJUJO-UHFFFAOYSA-N,IC50,CC(C)(C)Nc1c(-c2cc(Cl)cc(Cl)c2)nc2ccc(C(F)(F)F)cn12,CHEMBL3946501,5.88,5.88,5.88,,1,B,2016,2016,c1ccc(-c2cn3ccccc3n2)cc1,train
NCAMCMDMPZEGLJ-AWEZNQCLSA-N,IC50,C[C@@H](C(=O)Nc1cncc(-c2ccc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccccn1)c(=O)n2C,CHEMBL5882546,7.23,7.23,7.23,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,test
NCCUKKILHUYRJX-UXHICEINSA-N,IC50,O=C(Cn1cc(-c2ccc(C(F)(F)F)cc2)cn1)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5998282,6.7,6.7,6.7,,1,B,2020,2020,O=C(Cn1cc(-c2ccccc2)cn1)NC1CCC1S(=O)(=O)c1ccccc1,test
NCURYYQHLSRXOT-UHFFFAOYSA-N,IC50,Cc1oc2c(c1CC(=O)Nc1nc(-c3cc(F)c(OCC(F)(F)F)c(F)c3)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3974013,8.78,8.78,8.78,,1,B,2015,2015,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
NDCBWQCTQSTKJY-UHFFFAOYSA-N,IC50,CCC(O)C(C)Cc1ccccc1,CHEMBL5595834,4.66,4.66,4.66,,1,B,2024,2024,c1ccccc1,train
NERDQWNAJADUOY-CVDCTZTESA-N,IC50,CC(C)n1c(=O)c(CNC(=O)[C@@H]2[C@@H](O)CCN2S(=O)(=O)c2cc3cc(F)ccc3o2)cn(-c2ccc(C(F)(F)F)cn2)c1=O,CHEMBL5757866,6.8,6.8,6.8,,1,B,2020,2020,O=C(NCc1cn(-c2ccccn2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
NETQTTFOIRBCDZ-AEFFLSMTSA-N,IC50,O=C(NCc1cc(F)cc(-c2nc(C(F)(F)F)cs2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6004449,7.07,7.07,7.07,,1,B,2022,2022,O=C(NCc1cccc(-c2nccs2)c1)C1CCCN1S(=O)(=O)c1ccccc1,test
NFNBZWYHKFLQAP-UHFFFAOYSA-N,IC50,COc1ccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)cc1,CHEMBL1939979,5.51,5.51,5.51,,1,F,2012,2012,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,train
NGORHOBBMAHQFE-LAQFHYBYSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(F)c(C#N)c(F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5995388,7.43,7.11,7.75,0.4525483399593905,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
NGVRXPJMFITBJX-AWEZNQCLSA-N,IC50,CNC(=O)c1sc2ncn(Cc3nnn(C[C@H](O)c4ccc(C)cc4)n3)c(=O)c2c1C,CHEMBL6049924,7.42,7.42,7.42,,1,B,2023,2023,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccccc2)n1,train
NHABUIFDSBXZLP-JEYLPNPQSA-N,IC50,C[C@@H](C(=O)Nc1cncc(-c2ccc(N3CC4C(C3)C4(F)F)nc2)n1)n1cnc2c1c(=O)n(CC#N)c(=O)n2C,CHEMBL5745785,8.7,8.7,8.7,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2ccc(N3CC4CC4C3)nc2)n1,train
