molecule_chembl_id,canonical_smiles
CHEMBL9636,CN1CCC23c4c5ccc(O)c4OC2[C@H](O)[C@](CO)(CCc2ccccc2)CC3C1C5
CHEMBL7826,CCCCc1nc(C(=O)OCC)c(C(=O)OCC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL266557,CCOC(=O)c1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2ccc(Cl)c(Cl)c2)c1
CHEMBL268115,CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C(C)(C)CC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL266979,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC/C=C\CCC(=O)OC
CHEMBL417244,COc1ccc2c3c1OC1[C@H]4OC[C@@]4(CCCc4ccccc4)CC4C(C2)N(CC2CCC2)CCC341
CHEMBL6965,COc1ccc2ccc3oc([N+](=O)[O-])cc3c2c1OC
CHEMBL7607,O=C1c2ccc(OCc3ccccc3)cc2CCC1CCN1CCC(c2ccccc2)CC1
CHEMBL8608,O=C(CCCCCCCCCCBr)CC(=O)N[C@H]1CCOC1=O
CHEMBL274118,CC(=O)N(CC(=O)O)c1ccc(Cl)cc1
CHEMBL8699,COCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3
CHEMBL6985,c1ccc(-c2nc3c([nH]2)CCOc2ccccc2-3)cc1
CHEMBL9883,Clc1ccc(Sc2ccc(NC3=NCCN3)cc2)cc1
CHEMBL7349,Cc1oc(-c2ccccc2)nc1COc1cccc(C#CC(C)n2oc(=O)[nH]c2=O)c1
CHEMBL8607,CC(=O)N(CC(=O)O)c1ccc([N+](=O)[O-])cc1
CHEMBL266541,O=C1N(CN2CCCC2)c2ccccc2C12OCCO2
CHEMBL9562,CN(C(=O)CN)c1ccc(Cl)cc1C(=O)c1c(Cl)cccc1Cl.Cl
CHEMBL9079,Cn1cc(-c2csc(C(N)=O)n2)c2c1C(=O)C=C(N)C2=O
CHEMBL269733,CN(N=O)c1cc(O)ccc1O
CHEMBL9855,CCCN(C)c1c(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c(=O)c1=O
CHEMBL416142,O=C(Nc1ccc(Cl)cc1Cl)OC(Cn1ccnc1)c1ccc(Cl)cc1Cl
CHEMBL6693,Nc1nc(N)c2c(S(=O)(=O)c3ccc4ccccc4c3)cccc2n1
CHEMBL7511,Nc1nc2ccc(Cl)cc2c2nc(C3CCCO3)nn12
CHEMBL6665,O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12
CHEMBL7516,Cc1cccc(Cn2cnc3c(N(C)C)ncnc32)c1
CHEMBL7801,Oc1c(-c2cccc(Cl)c2)cnc2ccccc12
CHEMBL415485,CC(=O)[C@H]1O[C@@H](Oc2ccc(/C=C(\C)C(=O)N[C@H]3C4OC(C5OCOC54)[C@H]3O)cc2O)[C@@H](O)[C@@H]1O
CHEMBL8001,O=C1OC(=O)C2CC=CCC12
CHEMBL269254,CCCCc1oc2ccccc2c1COc1cccc(/C(C)=C/Cn2oc(=O)[nH]c2=O)c1
CHEMBL269497,Cc1cccc(Sc2cncc3sc(C(N)=O)cc23)c1
CHEMBL7025,Oc1[nH]c(Br)nc2nncc1-2
CHEMBL266056,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)c1ccccc1
CHEMBL8489,O=C(NCCCCCCn1ccnc1)c1ccc(Cl)s1
CHEMBL267807,Cc1cn(C2CC(O)C(CNS(=O)(=O)CBr)O2)c(=O)[nH]c1=O
CHEMBL266458,O=c1oc2cc(O)c(O)cc2c2cc(O)c(O)cc12
CHEMBL9654,O=C1C2=CCC[C@@]1(O)C#C/C=C\C#C[C@@H]2O
CHEMBL7353,CCCCCNC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1NC1CCCCC1
CHEMBL8245,c1ccc2c(c1)c(C1=NCC3(CN4CCC3CC4)O1)cn2CC1CC1
CHEMBL267298,Cc1cccc2c(C3=NCC4(CN5CCC4CC5)O3)cn(C)c12
CHEMBL269090,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)C3=O
CHEMBL9320,C=CCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
CHEMBL264212,CCCN(CCN1C(=O)c2ccccc2C1=O)C1COc2cccc(OC)c2C1
CHEMBL6982,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)[nH]c2=O)C2CCCCC2)c1
CHEMBL8266,CCCCN1CCCC(c2cccc(O)c2)C1
CHEMBL266040,CC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)NN)s1)C(c1ccccc1)c1ccccc1
CHEMBL8166,Brc1ccc(-c2ccc(Br)cc2)cc1
CHEMBL6359,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)(C)C)C2)cc(OC)c1OC
CHEMBL6914,C/C(=C\c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1)Cn1oc(=O)[nH]c1=O
CHEMBL8884,CCCCCC1CC1CC1CC1CC1CC1CC1CC1CCCC(=O)O
CHEMBL8806,CCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
CHEMBL9768,COc1cnc(C[S+]([O-])c2nc3cc4c(cc3[nH]2)OC(F)(F)O4)cc1OC
CHEMBL276664,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4cccc(C)c4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
CHEMBL7005,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1
CHEMBL269371,NCCCCNc1ccc2c(CNCCO)nn3c4cccc(O)c4c(=O)c1c23
CHEMBL273255,Cc1ccc2c(c1)C(=O)N(CC(C)(C)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)(C)CN1C(=O)c3ccccc3C1=O)C2=O.[Br-].[Br-]
CHEMBL9093,CCCCCCCC/C=C\CCCCCCCCOC(=O)N(CCCCCCCCCCCC)CC(F)F
CHEMBL9674,CCCCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
CHEMBL266523,Cc1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2cccc(F)c2)c1
CHEMBL9746,Cc1ccccc1N1CCNCC1
CHEMBL8793,O=C(NCCCn1cnc(-c2ccccc2)c1)c1ccc(Cl)s1
CHEMBL269655,C=C1CC(CC)(CC)OC1=O
CHEMBL268744,CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)Cn4cc(C5=C(c6c[nH]c7ccccc67)C(=O)NC5=O)c5ccccc54)cn3C)cn2C)cn1C
CHEMBL429555,Cc1cc(O)c(C(C)C)cc1C1OCCc2ccccc21
CHEMBL267206,O=[N+]([O-])c1cc2c(cc3ccc4cccc5ccc2c3c45)o1
CHEMBL9183,COCCOCCN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1
CHEMBL7622,CC(C)NCC(O)COC(=O)c1ccccc1Cl
CHEMBL6828,CCOC(=O)C1=C(O)C(=O)N(Cc2ccccn2)C1
CHEMBL7046,C/C(=C\Cc1nnn[nH]1)c1cccc(OCc2nc(-c3ccc(OC(F)(F)F)cc3)oc2C)c1
CHEMBL7461,CCOC(=O)C1=C(O)C(=O)N(CCc2ccccc2)C1
CHEMBL429401,CCn1cc(C2=NCC3(CN4CCC3CC4)O2)c2ccccc21
CHEMBL6812,Cc1c(NC(=O)Cc2ccc(Cl)c(Cl)c2)ccc2nc(N)nc(N)c12
CHEMBL9620,C=Cc1c(C)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)c1N
CHEMBL8679,O=C(NCCCn1ccnc1)c1cc2ccccc2o1
CHEMBL7750,CC(C)(CNC(=O)C1CCCCC1)NCC(O)COC(=O)c1ccccc1F
CHEMBL7290,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc([N+](=O)[O-])cc2C1=O
CHEMBL428670,CC(=O)NC1C(O)OC(COC(C)=O)C(OC(C)=O)C1O[C@H](C)C(=O)N[C@@H](C)C(=O)NC(CCC(=O)O)C(N)=O
CHEMBL269278,COc1ccc(CCNCC(O)COC(=O)c2ccc(F)cc2)cc1OC
CHEMBL428996,CC(C)CN(Cc1ccccc1-c1ccccc1)[C@@H]1C[C@@H](CNC(=O)c2ccc(/C=C3\SC(=O)NC3=O)cc2)N(C(=O)c2ccccc2C(=O)c2ccc(F)cc2)C1
CHEMBL6807,C=C(Br)COc1noc2c1CNCC2.Cl
CHEMBL266552,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)[C@H](C)[C@H]3O
CHEMBL447229,COc1ccc(CCNC(C)C2CCC3C4CC=C5CC(O)CCC5(C)C4CCC23C)cc1
CHEMBL8214,CCCCc1cc(OC)c(CC(C)N)cc1OC
CHEMBL8219,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(O)c4c(=O)c1c23
CHEMBL7243,[S-]c1nc2ccccc2c2cccc[n+]12
CHEMBL269141,COc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2CC(=O)N(CCC(C)C)CCC(C)C)cc1
CHEMBL9399,CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CHEMBL267718,CCOC(=O)c1ccc(NC(=O)Nc2ccc3c(c2)C(C)(C)CC(C)(C)O3)cc1
CHEMBL268179,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CN(OCc3cccc(Cl)c3)C(=O)Nc3ccccc3)C2SC1
CHEMBL269103,C=Cc1c(C)nn(-c2ccccc2)c1-c1ccccc1
CHEMBL9492,N#Cc1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2ccccc2)c1
CHEMBL418520,CO[C@@H]1[C@@H](OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC(C)C)C(C)O3)C(N(C)C)C2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
CHEMBL269383,CCCCNC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)C1=Cc2cc3c(cc2S(=O)(=O)N1CC)OCCO3
CHEMBL269019,COc1ccc(S(=O)(=O)N2CN(C3CCCCC3)C(=O)C[C@@H]2C(=O)NO)cc1
CHEMBL268356,CCOC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1
CHEMBL7967,CC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1
CHEMBL7216,Cc1cc(-c2c(F)cc3c(=O)c(Cc4ccncc4)cn(C4CC4)c3c2F)cc(C)n1
CHEMBL275591,CC(=O)Nc1ccc(/C=C/c2ccccc2)cc1
CHEMBL9103,O=C(NCCCn1ccnc1)c1cccs1
CHEMBL9011,COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)c(N)c1
